Node_ID,Interest,Extraversion
359,Gaming,0.41
360,Music,0.27
361,Coding,0.89
362,Gaming,0.35
363,Coding,0.02
364,Travel,0.66
365,Travel,0.9
366,Coding,0.61
367,Travel,0.98
368,Gaming,0.78
369,Cricket,0.46
370,Cricket,0.26
371,Books,0.64
372,Gaming,0.04
373,Music,0.68
374,Gaming,0.15
375,Cricket,0.68
376,Art,0.0
377,Coding,0.86
378,Music,0.31
379,Music,0.83
380,Music,0.63
381,Gaming,0.21
382,Books,0.61
383,Travel,0.62
384,Gaming,0.89
385,Travel,0.62
386,Cricket,0.8
387,Travel,0.21
388,Gaming,0.84
389,Travel,0.28
390,Gaming,0.31
391,Coding,0.53
392,Art,0.31
393,Travel,0.77
394,Cricket,0.66
395,Coding,0.15
396,Gaming,0.4
397,Gaming,0.56
398,Gaming,0.68
399,Coding,0.6
400,Travel,0.09
401,Music,0.87
402,Art,0.92
403,Art,0.41
404,Gaming,0.66
405,Art,0.85
406,Travel,0.44
407,Travel,0.05
408,Art,0.69
409,Books,0.53
410,Cricket,0.05
411,Cricket,0.13
412,Cricket,0.16
413,Music,0.37
414,Gaming,0.27
415,Travel,0.25
416,Art,0.94
417,Coding,0.66
418,Art,0.66
419,Cricket,0.76
420,Cricket,0.95
421,Art,1.0
422,Books,0.29
423,Travel,0.04
424,Books,0.52
425,Coding,0.97
426,Music,0.51
427,Books,0.06
428,Gaming,0.59
429,Cricket,0.13
430,Travel,0.44
431,Travel,0.67
432,Music,0.67
433,Music,0.69
434,Music,0.58
435,Books,0.98
436,Gaming,0.5
437,Coding,0.6
438,Coding,0.54
439,Music,0.26
440,Cricket,0.89
441,Coding,0.2
442,Travel,0.61
443,Travel,0.97
444,Travel,0.16
445,Books,0.72
446,Gaming,0.29
447,Travel,0.27
448,Books,0.72
449,Travel,0.61
450,Art,0.58
451,Coding,0.52
452,Travel,0.12
453,Music,0.45
454,Books,0.37
455,Coding,0.76
456,Coding,0.59
457,Coding,0.75
458,Travel,0.55
459,Travel,0.99
460,Coding,0.4
461,Books,0.94
462,Cricket,0.45
463,Music,0.6
464,Art,0.67
465,Travel,0.69
466,Art,0.31
467,Coding,0.44
468,Art,0.44
469,Coding,0.19
470,Travel,0.65
471,Music,0.67
472,Cricket,0.51
473,Art,0.02
474,Books,0.17
475,Coding,0.3
476,Cricket,0.13
477,Coding,0.15
478,Art,0.18
479,Art,0.79
480,Coding,0.82
481,Art,0.05
482,Travel,0.47
483,Travel,0.87
484,Music,0.49
485,Music,0.41
486,Travel,0.25
487,Books,0.53
488,Books,0.47
489,Travel,0.11
490,Art,0.52
491,Music,0.54
492,Music,0.39
493,Coding,0.16
494,Books,0.61
495,Music,0.78
496,Music,0.65
497,Books,0.12
498,Coding,0.93
499,Music,0.34
500,Gaming,0.77
501,Gaming,0.59
502,Music,0.6
503,Books,0.94
504,Coding,0.67
505,Art,0.12
506,Books,0.07
507,Books,0.41
508,Art,0.63
509,Coding,0.07
510,Travel,0.77
511,Coding,0.72
512,Music,0.57
513,Art,1.0
514,Gaming,0.33
515,Cricket,0.83
516,Coding,0.76
517,Travel,0.11
518,Books,0.16
519,Travel,0.19
520,Music,0.09
521,Cricket,0.15
522,Cricket,0.71
523,Travel,0.8
524,Gaming,0.37
525,Art,0.83
526,Art,0.72
527,Gaming,0.3
528,Travel,0.44
529,Gaming,0.98
530,Cricket,0.48
531,Art,0.68
532,Coding,0.92
533,Art,0.16
534,Coding,0.81
535,Music,0.16
536,Gaming,0.45
537,Cricket,0.49
538,Travel,0.72
539,Travel,0.06
540,Coding,0.19
541,Coding,0.05
542,Travel,0.82
543,Coding,0.3
544,Cricket,0.67
545,Music,0.91
546,Gaming,0.77
547,Music,0.11
548,Coding,0.07
549,Travel,0.71
550,Books,0.21
551,Music,0.29
552,Books,0.29
553,Coding,0.13
554,Cricket,0.04
555,Gaming,0.71
556,Cricket,0.09
557,Books,0.73
558,Coding,0.57
559,Music,0.79
560,Books,0.5
561,Art,0.64
562,Cricket,0.91
563,Music,0.79
564,Travel,0.85
565,Coding,0.14
566,Music,0.6
567,Coding,0.68
568,Gaming,0.61
569,Travel,0.07
570,Cricket,0.53
571,Books,0.21
572,Travel,0.38
573,Cricket,0.16
574,Art,0.21
575,Coding,0.45
576,Books,0.32
577,Music,0.99
578,Books,0.79
579,Music,0.4
580,Gaming,0.33
581,Coding,0.99
582,Travel,0.88
583,Gaming,0.69
584,Music,0.89
585,Art,0.79
586,Cricket,0.4
587,Gaming,0.36
588,Coding,0.79
589,Music,0.72
590,Books,0.66
591,Travel,0.98
592,Coding,0.62
593,Music,0.94
594,Music,0.74
595,Coding,0.34
596,Books,0.65
597,Music,0.64
598,Travel,0.76
599,Travel,0.21
600,Music,0.94
601,Cricket,0.32
602,Books,0.61
603,Gaming,0.83
604,Cricket,0.13
605,Cricket,0.97
606,Coding,0.54
607,Music,0.85
608,Music,0.59
609,Coding,0.29
610,Gaming,0.84
611,Gaming,0.11
612,Gaming,0.08
613,Cricket,0.49
614,Travel,0.35
615,Travel,0.47
616,Gaming,0.31
617,Music,0.51
618,Music,0.08
619,Art,0.88
620,Music,0.29
621,Travel,0.35
622,Gaming,0.41
623,Gaming,0.29
624,Coding,0.23
625,Travel,0.85
626,Cricket,0.64
627,Books,0.22
628,Cricket,0.37
629,Books,0.35
630,Coding,0.36
631,Books,0.56
632,Gaming,0.62
633,Books,0.43
634,Music,0.42
635,Gaming,0.93
636,Travel,0.17
637,Music,0.41
638,Coding,0.76
639,Gaming,0.38
640,Art,0.58
641,Books,0.54
642,Books,0.03
643,Books,0.25
644,Cricket,0.33
645,Coding,0.18
646,Cricket,0.61
647,Music,0.88
648,Gaming,0.69
649,Coding,0.82
650,Coding,0.19
651,Cricket,0.57
652,Gaming,0.02
653,Music,0.94
654,Gaming,0.21
655,Music,0.43
656,Coding,0.55
657,Gaming,0.58
658,Music,0.31
659,Music,0.98
660,Art,0.52
661,Cricket,0.27
662,Art,0.88
663,Gaming,0.23
664,Travel,0.76
665,Cricket,0.53
666,Cricket,0.61
667,Music,0.56
668,Gaming,0.44
669,Art,0.12
670,Gaming,0.22
671,Cricket,0.18
672,Coding,0.46
673,Gaming,0.15
674,Cricket,0.82
675,Gaming,0.66
676,Travel,0.1
677,Books,0.85
678,Gaming,0.96
679,Books,0.53
680,Coding,0.59
681,Cricket,0.82
682,Art,0.63
683,Gaming,0.49
684,Books,0.27
685,Art,0.06
686,Cricket,0.85
687,Books,0.77
688,Travel,0.47
689,Travel,0.24
690,Books,0.07
691,Art,0.27
692,Books,0.69
693,Gaming,0.64
694,Art,0.1
695,Art,0.6
696,Coding,0.66
697,Cricket,0.93
698,Art,0.16
699,Travel,0.76
700,Art,0.65
701,Travel,0.88
702,Cricket,0.73
703,Books,0.12
704,Travel,0.78
705,Coding,0.53
706,Music,0.13
707,Cricket,0.73
708,Cricket,0.62
709,Cricket,0.52
710,Cricket,0.45
711,Gaming,0.47
712,Gaming,0.97
713,Music,0.98
714,Books,0.47
715,Coding,0.4
716,Gaming,0.75
717,Travel,0.36
718,Travel,0.03
719,Books,0.63
720,Art,0.76
721,Books,0.92
722,Books,0.88
723,Cricket,0.84
724,Music,0.23
725,Books,0.31
726,Cricket,0.06
727,Books,0.3
728,Travel,0.2
729,Books,0.76
730,Cricket,0.19
731,Music,0.2
732,Books,0.47
733,Books,0.3
734,Travel,0.31
735,Books,0.23
736,Music,0.82
737,Coding,0.19
738,Music,0.74
739,Books,0.75
740,Books,0.31
741,Books,0.01
742,Art,0.99
743,Art,0.18
744,Gaming,0.88
745,Coding,0.52
746,Books,0.28
747,Cricket,1.0
748,Music,0.01
749,Travel,0.04
750,Travel,0.32
751,Coding,0.76
752,Travel,0.61
753,Art,0.55
754,Travel,0.59
755,Travel,0.42
756,Music,0.52
757,Art,0.19
758,Travel,0.34
759,Music,0.88
760,Books,0.11
761,Gaming,0.69
762,Music,0.43
763,Cricket,0.37
764,Cricket,0.88
765,Cricket,0.02
766,Books,0.09
767,Music,0.14
768,Music,0.73
769,Coding,0.38
770,Books,0.55
771,Books,0.82
772,Coding,0.46
773,Cricket,0.99
774,Music,0.52
775,Books,0.82
776,Art,0.65
777,Art,0.03
778,Cricket,0.02
779,Travel,0.35
780,Art,0.82
781,Coding,0.7
782,Books,0.36
783,Art,0.77
784,Books,0.36
785,Cricket,0.21
786,Gaming,0.17
787,Gaming,0.68
788,Gaming,0.77
789,Books,0.46
790,Travel,0.86
791,Books,0.47
792,Travel,0.97
793,Music,0.35
794,Travel,0.68
795,Books,0.24
796,Art,0.99
797,Travel,0.56
798,Cricket,0.59
799,Music,0.65
800,Coding,0.06
801,Coding,0.1
802,Gaming,0.06
803,Music,0.66
804,Travel,0.43
805,Cricket,0.09
806,Art,0.27
807,Music,0.54
808,Coding,0.57
809,Music,0.51
810,Gaming,0.75
811,Cricket,0.84
812,Art,0.32
813,Art,0.73
814,Art,0.46
815,Books,0.74
816,Coding,0.13
817,Travel,0.61
818,Cricket,0.79
819,Books,0.5
820,Music,0.36
821,Gaming,0.93
822,Travel,0.09
823,Books,0.91
824,Books,0.25
825,Gaming,0.79
826,Music,0.71
827,Books,0.16
828,Music,0.02
829,Books,0.75
830,Coding,0.99
831,Cricket,0.98
832,Cricket,0.39
833,Travel,0.04
834,Music,0.66
835,Books,0.55
836,Music,0.03
837,Music,0.21
838,Travel,0.17
839,Coding,0.03
840,Books,0.02
841,Coding,0.63
842,Cricket,0.69
843,Cricket,0.76
844,Music,0.57
845,Travel,0.59
846,Art,0.4
847,Art,0.25
848,Books,0.57
849,Music,0.37
850,Travel,0.07
851,Art,0.85
852,Music,0.04
853,Gaming,0.31
854,Books,0.67
855,Cricket,0.43
856,Travel,0.28
857,Coding,0.81
858,Coding,0.0
859,Travel,0.01
860,Cricket,0.66
861,Coding,0.21
862,Books,0.53
863,Music,0.09
864,Travel,0.31
865,Cricket,0.79
866,Books,0.92
867,Music,0.38
868,Books,0.24
869,Travel,0.92
870,Books,0.51
871,Cricket,0.17
872,Books,0.49
873,Travel,0.14
874,Coding,0.41
875,Books,0.26
876,Art,0.63
877,Art,0.4
878,Music,0.45
879,Art,0.38
880,Cricket,0.97
881,Gaming,0.56
882,Gaming,0.27
883,Books,0.61
884,Coding,0.03
885,Music,0.88
886,Cricket,0.56
887,Coding,0.88
888,Music,0.28
889,Cricket,0.46
890,Travel,0.86
891,Music,0.88
892,Books,0.5
893,Travel,0.18
894,Music,0.29
895,Coding,0.24
896,Music,0.22
897,Gaming,0.94
898,Books,0.46
899,Coding,0.09
900,Cricket,0.49
901,Music,0.69
902,Books,0.38
903,Music,0.28
904,Cricket,0.11
905,Music,0.96
906,Coding,0.01
907,Books,0.17
908,Art,0.76
909,Art,0.54
910,Coding,0.2
911,Music,0.42
912,Books,0.72
913,Travel,0.91
914,Art,0.53
915,Travel,0.58
916,Art,0.91
917,Books,0.86
918,Music,0.93
919,Coding,0.4
920,Travel,0.67
921,Gaming,0.53
922,Cricket,0.93
923,Gaming,0.67
924,Art,0.39
925,Art,0.24
926,Travel,0.61
927,Books,0.86
928,Music,0.73
929,Coding,0.14
930,Books,0.62
931,Books,0.92
932,Gaming,0.5
933,Coding,0.46
934,Books,0.62
935,Cricket,0.11
936,Music,0.79
937,Coding,0.58
938,Music,0.65
939,Music,0.82
940,Art,0.49
941,Coding,0.11
942,Coding,0.38
943,Coding,0.99
944,Music,0.67
945,Gaming,0.45
946,Music,0.44
947,Coding,0.42
948,Coding,0.11
949,Books,0.64
950,Art,0.93
951,Cricket,0.53
952,Coding,0.78
953,Gaming,0.91
954,Gaming,0.35
955,Books,0.05
956,Cricket,0.81
957,Gaming,0.83
958,Books,0.36
959,Gaming,0.72
960,Travel,0.31
961,Travel,0.15
962,Travel,0.11
963,Art,0.34
964,Coding,0.75
965,Coding,0.78
966,Art,0.02
967,Coding,0.99
968,Books,0.48
969,Music,0.99
970,Books,0.02
971,Travel,0.77
972,Art,0.58
973,Books,0.15
974,Coding,0.27
975,Music,0.29
976,Cricket,0.58
977,Coding,0.22
978,Art,0.05
979,Cricket,0.21
980,Books,0.17
981,Books,0.65
982,Gaming,0.8
983,Cricket,0.57
984,Gaming,0.85
985,Books,0.87
986,Cricket,0.95
987,Gaming,0.22
988,Music,0.24
989,Coding,0.83
990,Gaming,0.35
991,Music,0.61
992,Cricket,0.66
993,Travel,0.9
994,Books,0.91
995,Music,0.34
996,Travel,0.31
997,Music,0.1
998,Gaming,0.91
999,Cricket,0.8
