node,closeness
512,0.526621
513,0.524961
514,0.528013
515,0.530818
516,0.526621
517,0.527177
518,0.528571
519,0.530536
520,0.521671
521,0.528292
522,0.523311
523,0.525513
524,0.523859
525,0.526899
526,0.528292
527,0.528013
528,0.527734
529,0.527177
530,0.526621
531,0.523311
532,0.527455
533,0.528851
534,0.518692
535,0.525237
536,0.529973
537,0.525237
538,0.526344
539,0.526621
540,0.527177
541,0.524685
542,0.526899
543,0.528851
544,0.527177
545,0.528571
546,0.526899
547,0.524685
548,0.524685
549,0.525237
550,0.528571
551,0.526621
552,0.525513
553,0.525237
554,0.525237
555,0.527455
556,0.523585
557,0.531100
558,0.529131
559,0.525237
560,0.527734
561,0.524685
562,0.530818
563,0.524134
564,0.526344
565,0.525513
566,0.527177
567,0.524685
568,0.528851
569,0.526621
570,0.528013
571,0.526899
572,0.531100
573,0.524961
574,0.524409
575,0.529131
576,0.524409
577,0.526066
578,0.526899
579,0.526066
580,0.528571
581,0.525789
582,0.533654
583,0.525513
584,0.525789
585,0.522490
586,0.523311
587,0.525513
588,0.526899
589,0.523859
590,0.527734
591,0.525789
592,0.531666
593,0.527177
594,0.529412
595,0.522490
596,0.529131
597,0.524685
598,0.523311
599,0.528571
600,0.523037
601,0.524409
602,0.530255
603,0.523037
604,0.521944
605,0.526621
606,0.525513
607,0.526899
608,0.524409
609,0.526344
610,0.523311
611,0.527177
612,0.530255
613,0.523037
614,0.521944
615,0.529692
616,0.527734
617,0.528013
618,0.523311
619,0.529412
620,0.526344
621,0.523585
622,0.530536
623,0.526066
624,0.521399
625,0.524685
626,0.528851
627,0.523859
628,0.523585
629,0.521399
630,0.525513
631,0.526066
632,0.526344
633,0.527177
634,0.526621
635,0.525789
636,0.526621
637,0.525513
638,0.527734
639,0.522763
640,0.527455
641,0.525513
642,0.524409
643,0.529412
644,0.528851
645,0.523859
646,0.526621
647,0.527734
648,0.526066
649,0.527734
650,0.530536
651,0.524409
652,0.522763
653,0.522490
654,0.527177
655,0.523311
656,0.524961
657,0.528571
658,0.528571
659,0.524685
660,0.522763
661,0.529692
662,0.528851
663,0.528013
664,0.524961
665,0.522763
666,0.529412
667,0.528013
668,0.527734
669,0.528013
670,0.523585
671,0.531949
672,0.526621
673,0.529973
674,0.527177
675,0.525789
676,0.526066
677,0.522216
678,0.526621
679,0.525513
680,0.527734
681,0.525789
682,0.522216
683,0.524961
684,0.521127
685,0.528571
686,0.521127
687,0.526621
688,0.531666
689,0.524685
690,0.528571
691,0.525789
692,0.524961
693,0.533939
694,0.528013
695,0.527177
696,0.525789
697,0.531949
698,0.525789
699,0.525513
700,0.520042
701,0.523311
702,0.523585
703,0.525237
704,0.525789
705,0.524961
706,0.525789
707,0.525513
708,0.531949
709,0.529692
710,0.533084
711,0.523859
712,0.529692
713,0.526344
714,0.524685
715,0.530255
716,0.527455
717,0.524409
718,0.527455
719,0.525237
720,0.525237
721,0.527177
722,0.524961
723,0.524409
724,0.524134
725,0.525513
726,0.525237
727,0.525513
728,0.523037
729,0.524409
730,0.524409
731,0.530255
732,0.525513
733,0.527455
734,0.529973
735,0.526066
736,0.527177
737,0.526066
738,0.530818
739,0.523585
740,0.529412
741,0.527455
742,0.524134
743,0.527455
744,0.525513
745,0.524961
746,0.522216
747,0.528013
748,0.521399
749,0.528851
750,0.529131
751,0.528013
752,0.526344
753,0.526344
754,0.528013
755,0.527734
756,0.526899
757,0.528571
758,0.524961
759,0.527177
760,0.524961
761,0.528292
762,0.527177
763,0.531100
764,0.524409
765,0.525789
766,0.525789
767,0.523037
768,0.527177
769,0.526899
770,0.526066
771,0.524961
772,0.531100
773,0.526899
774,0.525237
775,0.525237
776,0.530536
777,0.526621
778,0.528292
779,0.530255
780,0.526066
781,0.527177
782,0.528851
783,0.521127
784,0.529692
785,0.529412
786,0.522490
787,0.525513
788,0.531383
789,0.524685
790,0.526899
791,0.522763
792,0.527177
793,0.523585
794,0.527455
795,0.525513
796,0.526344
797,0.524685
798,0.526621
799,0.529131
800,0.526344
801,0.524961
802,0.528571
803,0.523311
804,0.524685
805,0.523311
806,0.527455
807,0.527177
808,0.533084
809,0.522490
810,0.529131
811,0.529412
812,0.523311
813,0.524134
814,0.521671
815,0.525237
816,0.525513
817,0.524409
818,0.526899
819,0.524134
820,0.531949
821,0.518692
822,0.521399
823,0.522763
824,0.526899
825,0.520584
826,0.522763
827,0.525513
828,0.530536
829,0.526899
830,0.526066
831,0.527734
832,0.529131
833,0.523037
834,0.525237
835,0.527455
836,0.525513
837,0.529131
838,0.526621
839,0.527734
840,0.529131
841,0.529131
842,0.524409
843,0.526899
844,0.528292
845,0.526344
846,0.522763
847,0.529973
848,0.520855
849,0.526066
850,0.524134
851,0.530536
852,0.524685
853,0.531100
854,0.529973
855,0.530818
856,0.524961
857,0.527177
858,0.528013
859,0.526621
860,0.528292
861,0.523859
862,0.528013
863,0.526344
864,0.528851
865,0.526344
866,0.524134
867,0.520312
868,0.525237
869,0.531666
870,0.521671
871,0.528013
872,0.529692
873,0.525237
874,0.524134
875,0.527455
876,0.526621
877,0.527177
878,0.530255
879,0.526621
880,0.525513
881,0.527734
882,0.522490
883,0.525789
884,0.524409
885,0.527455
886,0.523037
887,0.531383
888,0.526621
889,0.523037
890,0.526899
891,0.524685
892,0.525513
893,0.524685
894,0.526344
895,0.525513
896,0.523859
897,0.526066
898,0.527177
899,0.526344
900,0.529973
901,0.522763
902,0.526066
903,0.528013
904,0.528013
905,0.526621
906,0.526344
907,0.528013
908,0.524961
909,0.526344
910,0.529692
911,0.531100
912,0.525237
913,0.529692
914,0.523859
915,0.523311
916,0.528013
917,0.528571
918,0.524961
919,0.523859
920,0.528292
921,0.531100
922,0.523311
923,0.529692
924,0.529412
925,0.528292
926,0.527455
927,0.524685
928,0.524685
929,0.524685
930,0.527734
931,0.526899
932,0.524685
933,0.522490
934,0.527455
935,0.526621
936,0.524409
937,0.523859
938,0.529692
939,0.524961
940,0.524134
941,0.524961
942,0.526344
943,0.526621
944,0.528571
945,0.526621
946,0.520855
947,0.526066
948,0.522490
949,0.530536
950,0.527734
951,0.519231
952,0.529973
953,0.524685
954,0.531383
955,0.527734
956,0.525789
957,0.527455
958,0.524134
959,0.525789
960,0.522490
961,0.527734
962,0.524961
963,0.522490
964,0.527734
965,0.523037
966,0.525789
967,0.526066
968,0.524134
969,0.525513
970,0.525237
971,0.525789
972,0.528013
973,0.529131
974,0.528851
975,0.529412
976,0.524685
977,0.523311
978,0.524134
979,0.524409
980,0.530536
981,0.531383
982,0.526344
983,0.525513
984,0.524961
985,0.521127
986,0.525789
987,0.528292
988,0.523859
989,0.528013
990,0.524685
991,0.523037
992,0.523859
993,0.526066
994,0.526621
995,0.521671
996,0.525789
997,0.527734
998,0.531100
999,0.526066
