node,pagerank
166,0.000175
167,0.000194
168,0.000189
169,0.000190
170,0.000170
171,0.000301
172,0.000221
173,0.000206
174,0.000169
175,0.000186
176,0.000190
177,0.000179
178,0.000170
179,0.000233
180,0.000220
181,0.000205
182,0.000207
183,0.000254
184,0.000201
185,0.000241
186,0.000173
187,0.000192
188,0.000228
189,0.000188
190,0.000184
191,0.000239
192,0.000157
193,0.000186
194,0.000262
195,0.000159
196,0.000239
197,0.000200
198,0.000258
199,0.000181
200,0.000167
201,0.000354
202,0.000210
203,0.000186
204,0.000168
205,0.000189
206,0.000167
207,0.000245
208,0.000326
209,0.000188
210,0.000248
211,0.000254
212,0.000192
213,0.000208
214,0.000213
215,0.000227
216,0.000209
217,0.000228
218,0.000232
219,0.000179
220,0.000193
221,0.000166
222,0.000209
223,0.000179
224,0.000212
225,0.000186
226,0.000195
227,0.000186
228,0.000224
229,0.000203
230,0.000190
231,0.000182
232,0.000167
233,0.000186
234,0.000174
235,0.000254
236,0.000213
237,0.000189
238,0.000202
239,0.000205
240,0.000198
241,0.000190
242,0.000208
243,0.000183
244,0.000207
245,0.000316
246,0.000166
247,0.000290
248,0.000242
249,0.000286
250,0.000178
251,0.000212
252,0.000385
253,0.000182
254,0.000214
255,0.000187
256,0.000197
257,0.000239
258,0.000234
259,0.000167
260,0.000208
261,0.000194
262,0.000245
263,0.000167
264,0.000168
265,0.000189
266,0.000221
267,0.000156
268,0.000261
269,0.000274
270,0.000334
271,0.000348
272,0.000227
273,0.000173
274,0.000165
275,0.000342
276,0.000225
277,0.000180
278,0.000235
279,0.000211
280,0.000205
281,0.000160
282,0.000214
283,0.000284
284,0.000174
285,0.000204
286,0.000178
287,0.000191
288,0.000182
289,0.000169
290,0.000171
291,0.000252
292,0.000187
293,0.000207
294,0.000219
295,0.000246
296,0.000204
297,0.000170
298,0.000212
299,0.000164
300,0.000404
301,0.000217
302,0.000197
303,0.000190
304,0.000213
305,0.000206
306,0.000223
307,0.000254
308,0.000322
309,0.000201
310,0.000194
311,0.000224
312,0.000228
313,0.000206
314,0.000256
315,0.000170
316,0.000180
317,0.000165
318,0.000166
319,0.000356
320,0.000161
321,0.000190
322,0.000223
323,0.000261
324,0.000224
325,0.000318
326,0.000223
327,0.000339
328,0.000270
329,0.000240
330,0.000191
331,0.000180
332,0.000206
333,0.000210
334,0.000190
335,0.000188
336,0.000197
337,0.000219
338,0.000258
339,0.000166
340,0.000238
341,0.000175
342,0.000182
343,0.000163
344,0.000174
345,0.000184
346,0.000189
347,0.000332
348,0.000307
349,0.000218
350,0.000173
351,0.000166
352,0.000196
353,0.000198
354,0.000197
355,0.000305
356,0.000168
357,0.000562
358,0.000182
359,0.000217
360,0.000254
361,0.000171
362,0.000183
363,0.000239
364,0.000158
365,0.000177
366,0.000261
367,0.000331
368,0.000318
369,0.000194
370,0.000194
371,0.000190
372,0.000217
373,0.000342
374,0.000248
375,0.000512
376,0.000215
377,0.000172
378,0.000276
379,0.000207
380,0.000179
381,0.000230
382,0.000198
383,0.000200
384,0.000344
385,0.000276
386,0.000248
387,0.000163
388,0.000204
389,0.000178
390,0.000175
391,0.000205
392,0.000251
393,0.000158
394,0.000232
395,0.000199
396,0.000252
397,0.000219
398,0.000171
399,0.000241
400,0.000322
401,0.000231
402,0.000180
403,0.000193
404,0.000357
405,0.000214
406,0.000416
407,0.000176
408,0.000226
409,0.000237
410,0.000165
411,0.000244
412,0.000221
413,0.000191
414,0.000179
415,0.000225
416,0.000240
417,0.000218
418,0.000175
419,0.000248
420,0.000245
421,0.000222
422,0.000222
423,0.000172
424,0.000220
425,0.000199
426,0.000226
427,0.000311
428,0.000220
429,0.000208
430,0.000330
431,0.000230
432,0.000223
433,0.000247
434,0.000372
435,0.000182
436,0.000244
437,0.000200
438,0.000257
439,0.000182
440,0.000207
441,0.000196
442,0.000243
443,0.000227
444,0.000414
445,0.000257
446,0.000179
447,0.000272
448,0.000372
449,0.000234
450,0.000220
451,0.000173
452,0.000157
453,0.000199
454,0.000375
455,0.000205
456,0.000163
457,0.000218
458,0.000530
459,0.000230
460,0.000217
461,0.000168
462,0.000243
463,0.000175
464,0.000376
465,0.000337
466,0.000301
467,0.000232
468,0.000243
469,0.000392
470,0.000201
471,0.000181
472,0.000190
473,0.000220
474,0.000221
475,0.000241
476,0.000232
477,0.000379
478,0.000210
479,0.000232
480,0.000221
481,0.000264
482,0.000210
483,0.000207
484,0.000434
485,0.000179
486,0.000257
487,0.000229
488,0.000192
489,0.000164
490,0.000262
491,0.000227
492,0.000171
493,0.000235
494,0.000199
495,0.000177
496,0.000256
497,0.000210
498,0.000349
499,0.000302
500,0.000239
501,0.000233
502,0.000199
503,0.000247
504,0.000216
505,0.000327
506,0.000364
507,0.000198
508,0.000242
509,0.000315
510,0.000357
511,0.000238
512,0.000186
513,0.000211
514,0.000193
515,0.000424
516,0.000213
517,0.000279
518,0.000259
519,0.000211
520,0.000377
521,0.000322
522,0.000192
523,0.000286
524,0.000348
525,0.000227
526,0.000481
527,0.000225
528,0.000273
529,0.000235
530,0.000283
531,0.000355
532,0.000255
533,0.000366
534,0.000189
535,0.000269
536,0.000246
537,0.000206
538,0.000203
539,0.000238
540,0.000354
541,0.000172
542,0.000186
543,0.000291
544,0.000202
545,0.000229
546,0.000221
547,0.000177
548,0.000166
549,0.000315
550,0.000485
551,0.000186
552,0.000294
553,0.000209
554,0.000250
555,0.000363
556,0.000332
557,0.000373
558,0.000288
559,0.000309
560,0.000269
561,0.000189
562,0.000262
563,0.000242
564,0.000373
565,0.000226
566,0.000236
567,0.000282
568,0.000212
569,0.000407
570,0.000213
571,0.000291
572,0.000482
573,0.000402
574,0.000316
575,0.000172
576,0.000292
577,0.000408
578,0.000215
579,0.000194
580,0.000337
581,0.000381
582,0.000226
583,0.000182
584,0.000556
585,0.000257
586,0.000374
587,0.000214
588,0.000272
589,0.000363
590,0.000213
591,0.000196
592,0.000439
593,0.000244
594,0.000529
595,0.000243
596,0.000336
597,0.000238
598,0.000280
599,0.000362
600,0.000359
601,0.000233
602,0.000210
603,0.000220
604,0.000207
605,0.000247
606,0.000219
607,0.000223
608,0.000194
609,0.000176
610,0.000204
611,0.000392
612,0.000267
613,0.000202
614,0.000180
615,0.000378
616,0.000218
617,0.000208
618,0.000410
619,0.000186
620,0.000350
621,0.000188
622,0.000277
623,0.000279
624,0.000300
625,0.000194
626,0.000205
627,0.000173
628,0.000231
629,0.000391
630,0.000490
631,0.000433
632,0.000275
633,0.000474
634,0.000329
635,0.000218
636,0.000430
637,0.000244
638,0.000183
639,0.000237
640,0.000652
641,0.000272
642,0.000177
643,0.000234
644,0.000235
645,0.000211
646,0.000208
647,0.000419
648,0.000282
649,0.000192
650,0.000229
651,0.000261
652,0.000307
653,0.000194
654,0.000182
655,0.000241
656,0.000201
657,0.000429
658,0.000256
659,0.000276
660,0.000227
661,0.000285
662,0.000213
663,0.000312
664,0.000451
665,0.000290
666,0.000384
667,0.000377
668,0.000211
669,0.000259
670,0.000284
671,0.000203
672,0.000200
673,0.000336
674,0.000242
675,0.000410
676,0.000240
677,0.000313
678,0.000230
679,0.000193
680,0.000239
681,0.000339
682,0.000391
683,0.000412
684,0.000193
685,0.000319
686,0.000197
687,0.000249
688,0.000355
689,0.000213
690,0.000330
691,0.000463
692,0.000367
693,0.000165
694,0.000324
695,0.000281
696,0.000342
697,0.000319
698,0.000385
699,0.000345
700,0.000193
701,0.000361
702,0.000970
703,0.000217
704,0.000247
705,0.000467
706,0.000516
707,0.000259
708,0.000241
709,0.000200
710,0.000422
711,0.000176
712,0.000524
713,0.000222
714,0.000263
715,0.000317
716,0.000338
717,0.000218
718,0.000273
719,0.000501
720,0.000171
721,0.000401
722,0.000186
723,0.000275
724,0.000289
725,0.000475
726,0.000249
727,0.000507
728,0.000538
729,0.000236
730,0.000418
731,0.000392
732,0.000244
733,0.000225
734,0.000227
735,0.000560
736,0.000305
737,0.000427
738,0.000303
739,0.000219
740,0.000338
741,0.000244
742,0.000236
743,0.000217
744,0.000199
745,0.000167
746,0.000380
747,0.000526
748,0.000196
749,0.000229
750,0.000240
751,0.000257
752,0.000259
753,0.000456
754,0.000441
755,0.000380
756,0.000265
757,0.000339
758,0.000185
759,0.000397
760,0.000263
761,0.000215
762,0.000974
763,0.000235
764,0.000245
765,0.000222
766,0.000288
767,0.000439
768,0.000394
769,0.000265
770,0.000335
771,0.000463
772,0.000368
773,0.000344
774,0.000282
775,0.000861
776,0.000240
777,0.000599
778,0.000271
779,0.000258
780,0.000501
781,0.000263
782,0.000373
783,0.000409
784,0.000377
785,0.000307
786,0.000817
787,0.000755
788,0.000440
789,0.000253
790,0.000351
791,0.000327
792,0.000499
793,0.000256
794,0.000319
795,0.000187
796,0.000339
797,0.000390
798,0.000334
799,0.000198
800,0.000540
801,0.000178
802,0.000957
803,0.000415
804,0.000307
805,0.000417
806,0.000217
807,0.000461
808,0.000261
809,0.000253
810,0.000498
811,0.000308
812,0.000538
813,0.000299
814,0.000294
815,0.000295
816,0.000359
817,0.000321
818,0.000219
819,0.000288
820,0.000219
821,0.000409
822,0.000233
823,0.000584
824,0.000251
825,0.000354
826,0.000863
827,0.000372
828,0.000361
829,0.000243
830,0.000178
831,0.000464
832,0.000352
833,0.000357
834,0.000184
835,0.000308
836,0.000210
837,0.000393
838,0.000253
839,0.000257
840,0.000574
841,0.000409
842,0.000234
843,0.000568
844,0.000238
845,0.000662
846,0.000289
847,0.000203
848,0.000339
849,0.000225
850,0.000342
851,0.000431
852,0.000317
853,0.000183
854,0.000376
855,0.000290
856,0.000590
857,0.000291
858,0.000256
859,0.000438
860,0.000183
861,0.000360
862,0.000653
863,0.000256
864,0.000189
865,0.000181
866,0.000467
867,0.000317
868,0.000422
869,0.000359
870,0.000436
871,0.000269
872,0.000599
873,0.000305
874,0.000371
875,0.000380
876,0.000430
877,0.000451
878,0.000411
879,0.000304
880,0.000530
881,0.000360
882,0.000378
883,0.000158
884,0.000240
885,0.000437
886,0.000622
887,0.000209
888,0.000362
889,0.000207
890,0.000373
891,0.000260
892,0.000200
893,0.000291
894,0.000479
895,0.000592
896,0.000483
897,0.000305
898,0.000194
899,0.000636
900,0.000397
901,0.000600
902,0.000697
903,0.000326
904,0.000249
905,0.000227
906,0.000240
907,0.000298
908,0.000352
909,0.000212
910,0.000581
911,0.000565
912,0.000300
913,0.000752
914,0.000280
915,0.000187
916,0.000360
917,0.000476
918,0.000271
919,0.000521
920,0.000459
921,0.000178
922,0.000261
923,0.000256
924,0.000470
925,0.000424
926,0.000857
927,0.000214
928,0.000499
929,0.000257
930,0.000212
931,0.000174
932,0.000183
933,0.000420
934,0.000236
935,0.000308
936,0.000741
937,0.001018
938,0.000280
939,0.000248
940,0.000406
941,0.000399
942,0.000268
943,0.000231
944,0.000177
945,0.000196
946,0.000197
947,0.000192
948,0.000296
949,0.000666
950,0.000590
951,0.000197
952,0.000265
953,0.000475
954,0.000571
955,0.000491
956,0.000694
957,0.000222
958,0.000236
959,0.000528
960,0.000581
961,0.000233
962,0.000352
963,0.000662
964,0.000844
965,0.000783
966,0.000421
967,0.000818
968,0.000204
969,0.000506
970,0.000484
971,0.000901
972,0.000209
973,0.000406
974,0.000274
975,0.000385
976,0.000764
977,0.000256
978,0.000240
979,0.000273
980,0.000283
981,0.000410
982,0.000210
983,0.000391
984,0.000337
985,0.000199
986,0.000327
987,0.000268
988,0.000606
989,0.000528
990,0.000368
991,0.000417
992,0.000588
993,0.001048
994,0.000362
995,0.000807
996,0.000308
997,0.000466
998,0.000235
999,0.000317
