node,closeness
321,0.200441
322,0.196075
323,0.196925
324,0.199521
325,0.197236
326,0.200361
327,0.198057
328,0.197275
329,0.200764
330,0.196267
331,0.200241
332,0.199760
333,0.192894
334,0.193305
335,0.197861
336,0.195767
337,0.197158
338,0.194585
339,0.202884
340,0.206704
341,0.208125
342,0.203919
343,0.203214
344,0.213644
345,0.215813
346,0.187044
347,0.206064
348,0.202063
349,0.201981
350,0.195384
351,0.198648
352,0.205260
353,0.197704
354,0.197626
355,0.212508
356,0.202391
357,0.199123
358,0.211832
359,0.201655
360,0.213188
361,0.204755
362,0.204504
363,0.199401
364,0.194358
365,0.201168
366,0.193981
367,0.190612
368,0.192042
369,0.195729
370,0.197003
371,0.196615
372,0.186381
373,0.197080
374,0.189744
375,0.193792
376,0.196383
377,0.202145
378,0.201046
379,0.204587
380,0.200885
381,0.210316
382,0.203173
383,0.193755
384,0.204965
385,0.197003
386,0.204294
387,0.200885
388,0.194509
389,0.193492
390,0.197665
391,0.197509
392,0.193830
393,0.189456
394,0.189348
395,0.189636
396,0.192708
397,0.200562
398,0.184046
399,0.180749
400,0.182166
401,0.186555
402,0.189133
403,0.182833
404,0.192078
405,0.192597
406,0.186729
407,0.198057
408,0.175079
409,0.187817
410,0.191086
411,0.189205
412,0.189420
413,0.184624
414,0.191343
415,0.191416
416,0.199401
417,0.189564
418,0.183370
419,0.190467
420,0.191343
421,0.193868
422,0.191416
423,0.199760
424,0.196190
425,0.198727
426,0.205683
427,0.202432
428,0.201900
429,0.202391
430,0.210139
431,0.200643
432,0.197939
433,0.192189
434,0.192560
435,0.190758
436,0.181537
437,0.183673
438,0.187994
439,0.188313
440,0.181636
441,0.179773
442,0.185930
443,0.177853
444,0.175232
445,0.180325
446,0.179870
447,0.181044
448,0.179935
449,0.191196
450,0.190467
451,0.185446
452,0.193006
453,0.187114
454,0.189061
455,0.197900
456,0.187465
457,0.187184
458,0.192857
459,0.195959
460,0.192411
461,0.201290
462,0.190431
463,0.197470
464,0.201533
465,0.199960
466,0.205302
467,0.208952
468,0.213873
469,0.196229
470,0.211563
471,0.215534
472,0.195806
473,0.200441
474,0.198057
475,0.205049
476,0.195346
477,0.189276
478,0.191894
479,0.194207
480,0.195576
481,0.204002
482,0.196537
483,0.201615
484,0.197197
485,0.210183
486,0.207735
487,0.195844
488,0.188029
489,0.197392
490,0.202268
491,0.189672
492,0.192746
493,0.191894
494,0.191857
495,0.183978
496,0.176971
497,0.169782
498,0.171179
499,0.168040
500,0.164688
501,0.161181
502,0.158245
503,0.162889
504,0.166667
505,0.170857
506,0.170216
507,0.171708
508,0.181340
509,0.182333
510,0.186659
511,0.176752
512,0.183944
513,0.181274
514,0.188811
515,0.183135
516,0.181603
517,0.197080
518,0.178297
519,0.191160
520,0.188206
521,0.178968
522,0.176595
523,0.181307
524,0.175757
525,0.179483
526,0.177316
527,0.179579
528,0.194094
529,0.180325
530,0.189672
531,0.188491
532,0.196615
533,0.200361
534,0.190722
535,0.208908
536,0.201249
537,0.196267
538,0.196422
539,0.185757
540,0.190940
541,0.193868
542,0.203421
543,0.191050
544,0.198529
545,0.193981
546,0.209083
547,0.198964
548,0.193193
549,0.204545
550,0.195729
551,0.211787
552,0.180913
553,0.189205
554,0.185653
555,0.189169
556,0.189888
557,0.180390
558,0.182800
559,0.182833
560,0.188847
561,0.182599
562,0.183572
563,0.192746
564,0.184080
565,0.189780
566,0.191453
567,0.200522
568,0.201330
569,0.192300
570,0.200241
571,0.200723
572,0.192078
573,0.196925
574,0.196190
575,0.195959
576,0.199840
577,0.199083
578,0.205176
579,0.197509
580,0.180945
581,0.194585
582,0.191013
583,0.190068
584,0.183135
585,0.179968
586,0.196306
587,0.178425
588,0.177159
589,0.177411
590,0.170565
591,0.187570
592,0.167533
593,0.167589
594,0.178393
595,0.160999
596,0.166306
597,0.157100
598,0.157845
599,0.157546
600,0.152240
601,0.153740
602,0.152566
603,0.155076
604,0.156143
605,0.158824
606,0.162651
607,0.168636
608,0.172718
609,0.175018
610,0.183404
611,0.182833
612,0.193081
613,0.192560
614,0.190322
615,0.192374
616,0.204336
617,0.195729
618,0.198175
619,0.206961
620,0.210183
621,0.198451
622,0.203919
623,0.208690
624,0.206490
625,0.206362
626,0.186415
627,0.196537
628,0.203173
629,0.190685
630,0.188776
631,0.182566
632,0.178393
633,0.184863
634,0.175726
635,0.182532
636,0.182833
637,0.192671
638,0.186276
639,0.183168
640,0.201493
641,0.189600
642,0.189636
643,0.181504
644,0.171797
645,0.168864
646,0.175171
647,0.174711
648,0.184453
649,0.172897
650,0.174620
651,0.181570
652,0.185000
653,0.191160
654,0.181702
655,0.185481
656,0.201655
657,0.192263
658,0.184317
659,0.193717
660,0.201533
661,0.189312
662,0.202227
663,0.192263
664,0.201859
665,0.206107
666,0.192115
667,0.203587
668,0.200804
669,0.213644
670,0.204002
671,0.202678
672,0.216750
673,0.199720
674,0.206405
675,0.191747
676,0.205176
677,0.199521
678,0.197665
679,0.194471
680,0.186068
681,0.201127
682,0.186346
683,0.178936
684,0.191160
685,0.183001
686,0.187782
687,0.176439
688,0.176752
689,0.188419
690,0.177758
691,0.184181
692,0.174194
693,0.175048
694,0.184726
695,0.178936
696,0.181044
697,0.176814
698,0.178011
699,0.172420
700,0.189600
701,0.173618
702,0.181438
703,0.183673
704,0.178425
705,0.179354
706,0.192337
707,0.178808
708,0.185688
709,0.177600
710,0.180423
711,0.184215
712,0.173860
713,0.185309
714,0.182867
715,0.188384
716,0.187711
717,0.196537
718,0.200241
719,0.187747
720,0.197743
721,0.192486
722,0.195232
723,0.190612
724,0.192300
725,0.192597
726,0.186764
727,0.194927
728,0.187570
729,0.185619
730,0.192746
731,0.181802
732,0.190249
733,0.187606
734,0.197314
735,0.189528
736,0.193642
737,0.197665
738,0.188811
739,0.199600
740,0.187782
741,0.186381
742,0.190032
743,0.182299
744,0.190503
745,0.178138
746,0.181438
747,0.183135
748,0.183505
749,0.184012
750,0.190649
751,0.185930
752,0.183269
753,0.187535
754,0.186242
755,0.180390
756,0.185206
757,0.186172
758,0.182833
759,0.183505
760,0.189996
761,0.189636
762,0.190867
763,0.179806
764,0.181175
765,0.174926
766,0.185446
767,0.174254
768,0.163529
769,0.172360
770,0.170974
771,0.175048
772,0.172420
773,0.170129
774,0.178075
775,0.176408
776,0.184658
777,0.184114
778,0.183404
779,0.184624
780,0.195117
781,0.185309
782,0.199282
783,0.183202
784,0.169725
785,0.177980
786,0.186589
787,0.182133
788,0.173739
789,0.178361
790,0.178266
791,0.181307
792,0.188990
793,0.178872
794,0.189492
795,0.186138
796,0.190286
797,0.193792
798,0.190831
799,0.201777
800,0.187359
801,0.192374
802,0.208299
803,0.193118
804,0.193043
805,0.198885
806,0.191783
807,0.205007
808,0.190685
809,0.192005
810,0.199044
811,0.190867
812,0.199044
813,0.197197
814,0.189384
815,0.195614
816,0.178329
817,0.187641
818,0.192337
819,0.182934
820,0.183168
821,0.184080
822,0.191673
823,0.192560
824,0.183303
825,0.184966
826,0.197783
827,0.196964
828,0.192597
829,0.200844
830,0.194661
831,0.207952
832,0.201574
833,0.192671
834,0.204294
835,0.193792
836,0.201615
837,0.201330
838,0.200925
839,0.194927
840,0.195690
841,0.201493
842,0.206961
843,0.187009
844,0.198254
845,0.181142
846,0.193755
847,0.182566
848,0.184932
849,0.194018
850,0.186172
851,0.191306
852,0.192671
853,0.192005
854,0.189780
855,0.190503
856,0.198727
857,0.188171
858,0.189384
859,0.182000
860,0.185999
861,0.183978
862,0.191416
863,0.186068
864,0.191269
865,0.192597
866,0.193981
867,0.211250
868,0.199322
869,0.202227
870,0.196075
871,0.199163
872,0.195499
873,0.188100
874,0.188455
875,0.185688
876,0.186138
877,0.192932
878,0.183876
879,0.196075
880,0.193081
881,0.198529
882,0.194471
883,0.198254
884,0.214977
885,0.203587
886,0.198925
887,0.210006
888,0.206149
889,0.213279
890,0.211384
891,0.207606
892,0.207606
893,0.215813
894,0.210095
895,0.206107
896,0.204713
897,0.212689
898,0.219031
899,0.210183
900,0.209346
901,0.220481
902,0.210360
903,0.211653
904,0.198254
905,0.197080
906,0.202555
907,0.196152
908,0.202391
909,0.192115
910,0.199123
911,0.191600
912,0.184692
913,0.195537
914,0.187959
915,0.197665
916,0.188277
917,0.182166
918,0.183471
919,0.198885
920,0.188811
921,0.178616
922,0.178329
923,0.176595
924,0.176720
925,0.179000
926,0.178808
927,0.178808
928,0.184215
929,0.195155
930,0.193981
931,0.193006
932,0.193642
933,0.202309
934,0.205049
935,0.202309
936,0.204211
937,0.201941
938,0.201493
939,0.214608
940,0.211608
941,0.198411
942,0.195690
943,0.208299
944,0.208865
945,0.192783
946,0.192894
947,0.202884
948,0.198372
949,0.197003
950,0.199004
951,0.191563
952,0.194131
953,0.190831
954,0.207090
955,0.188633
956,0.195576
957,0.201615
958,0.197587
959,0.211563
960,0.203214
961,0.195232
962,0.198766
963,0.198608
964,0.190867
965,0.198136
966,0.195652
967,0.200804
968,0.192337
969,0.187009
970,0.191306
971,0.195003
972,0.197626
973,0.183809
974,0.186624
975,0.194396
976,0.199880
977,0.196499
978,0.198057
979,0.201168
980,0.201696
981,0.203131
982,0.196306
983,0.195844
984,0.197158
985,0.192560
986,0.189420
987,0.189348
988,0.182599
989,0.178648
990,0.184829
991,0.185446
992,0.178457
993,0.180913
994,0.182867
995,0.194396
996,0.186764
997,0.182566
998,0.189780
999,0.186939
