node,closeness
226,0.000000
227,0.120066
228,0.500000
229,0.625000
230,0.000000
231,1.000000
232,0.000000
233,0.000000
234,0.000000
235,0.000000
236,1.000000
237,0.000000
238,0.000000
239,0.000000
240,0.121469
241,0.454545
242,0.000000
243,0.333333
244,0.666667
245,0.255814
246,0.226415
247,0.000000
248,0.000000
249,0.800000
250,0.437500
251,1.000000
252,0.000000
253,1.000000
254,1.000000
255,0.000000
256,0.188144
257,0.000000
258,0.000000
259,0.135593
260,0.304348
261,0.000000
262,0.000000
263,0.000000
264,0.000000
265,1.000000
266,0.255814
267,0.000000
268,0.118132
269,0.155844
270,0.000000
271,0.416667
272,0.454545
273,0.000000
274,0.000000
275,0.000000
276,0.000000
277,0.000000
278,0.000000
279,0.000000
280,0.307692
281,0.000000
282,0.000000
283,1.000000
284,0.000000
285,0.750000
286,0.091709
287,1.000000
288,0.428571
289,0.200000
290,1.000000
291,0.800000
292,0.000000
293,0.625000
294,0.255814
295,0.000000
296,0.000000
297,0.571429
298,0.000000
299,0.000000
300,0.000000
301,0.126298
302,0.750000
303,0.500000
304,0.375000
305,0.128743
306,0.000000
307,0.183206
308,0.105911
309,0.000000
310,0.000000
311,0.461538
312,0.518519
313,0.000000
314,0.666667
315,0.000000
316,0.000000
317,1.000000
318,0.000000
319,0.282051
320,0.150685
321,1.000000
322,0.111621
323,0.750000
324,0.000000
325,0.461538
326,0.666667
327,1.000000
328,1.000000
329,0.000000
330,1.000000
331,0.115873
332,1.000000
333,0.545455
334,0.000000
335,0.600000
336,0.136194
337,1.000000
338,0.000000
339,1.000000
340,0.000000
341,0.000000
342,1.000000
343,1.000000
344,0.164414
345,0.000000
346,0.151899
347,0.333333
348,1.000000
349,0.000000
350,0.000000
351,0.666667
352,0.571429
353,0.211538
354,0.139313
355,0.750000
356,1.000000
357,0.000000
358,1.000000
359,0.000000
360,1.000000
361,1.000000
362,0.150943
363,0.538462
364,0.174603
365,0.148374
366,0.000000
367,0.000000
368,0.224299
369,0.407407
370,1.000000
371,0.000000
372,0.155844
373,0.666667
374,0.000000
375,0.144841
376,0.444444
377,0.400000
378,0.000000
379,0.000000
380,0.000000
381,0.320000
382,0.307692
383,0.000000
384,0.666667
385,0.000000
386,0.500000
387,1.000000
388,0.470588
389,0.500000
390,0.666667
391,0.000000
392,0.176471
393,0.133333
394,0.088843
395,0.750000
396,0.000000
397,0.000000
398,0.000000
399,0.000000
400,0.218182
401,0.750000
402,1.000000
403,1.000000
404,0.000000
405,0.466667
406,0.333333
407,0.000000
408,0.666667
409,0.000000
410,0.342857
411,0.000000
412,0.666667
413,0.000000
414,0.000000
415,0.500000
416,0.454545
417,0.444444
418,0.000000
419,0.000000
420,0.000000
421,0.000000
422,0.000000
423,0.179167
424,0.500000
425,1.000000
426,0.000000
427,0.110942
428,0.000000
429,0.260870
430,0.255814
431,0.400000
432,0.000000
433,1.000000
434,1.000000
435,0.000000
436,0.750000
437,0.000000
438,1.000000
439,0.188596
440,0.000000
441,0.000000
442,0.113354
443,0.000000
444,0.444444
445,0.000000
446,0.000000
447,0.000000
448,0.171362
449,0.500000
450,0.119672
451,0.571429
452,0.750000
453,0.347826
454,0.149306
455,0.000000
456,0.000000
457,0.500000
458,1.000000
459,0.292683
460,0.155983
461,0.000000
462,0.625000
463,0.000000
464,0.259259
465,0.222222
466,1.000000
467,0.000000
468,0.152866
469,0.416667
470,0.274510
471,0.375000
472,1.000000
473,0.000000
474,1.000000
475,0.260870
476,0.000000
477,0.000000
478,0.666667
479,0.279070
480,0.000000
481,0.000000
482,0.000000
483,0.266667
484,0.357143
485,0.000000
486,1.000000
487,0.000000
488,0.162963
489,0.278481
490,0.333333
491,0.177778
492,1.000000
493,1.000000
494,0.538462
495,0.000000
496,0.000000
497,0.000000
498,0.440000
499,0.800000
500,0.666667
501,0.000000
502,0.500000
503,0.500000
504,0.000000
505,0.000000
506,0.144269
507,0.500000
508,0.200000
509,0.000000
510,0.368421
511,0.104286
512,0.145418
513,0.461538
514,0.555556
515,0.388889
516,0.500000
517,0.000000
518,0.000000
519,0.168981
520,0.666667
521,0.000000
522,0.500000
523,0.413793
524,1.000000
525,0.538462
526,0.000000
527,0.750000
528,0.168203
529,1.000000
530,1.000000
531,0.000000
532,0.000000
533,0.000000
534,0.198198
535,0.000000
536,0.000000
537,0.666667
538,1.000000
539,0.102528
540,1.000000
541,0.000000
542,0.500000
543,0.160793
544,1.000000
545,0.000000
546,0.500000
547,0.500000
548,0.000000
549,0.666667
550,0.000000
551,0.285714
552,0.000000
553,0.000000
554,1.000000
555,0.000000
556,0.135593
557,0.323529
558,0.263736
559,0.129433
560,0.444444
561,0.000000
562,0.750000
563,0.500000
564,0.666667
565,0.400000
566,0.000000
567,1.000000
568,0.343750
569,0.454545
570,0.260870
571,0.333333
572,0.160448
573,0.119672
574,0.000000
575,1.000000
576,0.102241
577,1.000000
578,0.000000
579,0.325581
580,1.000000
581,0.000000
582,0.000000
583,0.000000
584,0.000000
585,1.000000
586,0.000000
587,0.289474
588,1.000000
589,0.000000
590,0.250000
591,0.100829
592,0.500000
593,0.323529
594,0.444444
595,0.350000
596,0.000000
597,0.000000
598,1.000000
599,0.000000
600,0.000000
601,0.116613
602,0.000000
603,0.500000
604,0.230769
605,1.000000
606,0.000000
607,1.000000
608,0.127178
609,0.750000
610,0.400000
611,1.000000
612,0.000000
613,0.500000
614,0.000000
615,0.000000
616,0.000000
617,1.000000
618,0.000000
619,0.000000
620,0.571429
621,0.104585
622,0.000000
623,0.226415
624,0.182500
625,0.208696
626,1.000000
627,0.118132
628,0.400000
629,0.000000
630,0.750000
631,0.375000
632,0.571429
633,0.400000
634,0.000000
635,0.135688
636,0.115591
637,0.260870
638,0.666667
639,0.000000
640,1.000000
641,0.000000
642,0.176000
643,0.000000
644,0.000000
645,1.000000
646,0.000000
647,0.000000
648,0.000000
649,0.128521
650,0.400000
651,1.000000
652,1.000000
653,0.000000
654,1.000000
655,0.000000
656,0.000000
657,1.000000
658,0.000000
659,0.000000
660,0.000000
661,0.114362
662,0.000000
663,0.113354
664,0.555556
665,0.000000
666,0.000000
667,0.500000
668,0.571429
669,1.000000
670,0.000000
671,0.500000
672,0.000000
673,0.084314
674,0.000000
675,0.000000
676,0.000000
677,0.000000
678,0.000000
679,0.750000
680,0.000000
681,0.000000
682,0.333333
683,0.000000
684,0.352941
685,0.000000
686,0.400000
687,1.000000
688,0.000000
689,0.750000
690,0.000000
691,0.000000
692,0.000000
693,0.000000
694,0.104286
695,0.207547
696,0.000000
697,0.000000
698,0.600000
699,0.000000
700,0.000000
701,0.000000
702,1.000000
703,0.000000
704,0.368421
705,0.000000
706,0.500000
707,0.149660
708,0.260870
709,0.538462
710,0.094805
711,0.000000
712,1.000000
713,0.333333
714,0.000000
715,0.000000
716,0.500000
717,0.094560
718,0.129893
719,0.000000
720,0.750000
721,0.184615
722,0.000000
723,0.750000
724,1.000000
725,0.139610
726,0.000000
727,1.000000
728,1.000000
729,0.333333
730,1.000000
731,0.000000
732,0.500000
733,1.000000
734,1.000000
735,0.094714
736,0.226415
737,0.000000
738,0.000000
739,1.000000
740,0.750000
741,0.000000
742,1.000000
743,1.000000
744,0.247191
745,0.132716
746,0.133540
747,0.143701
748,0.272727
749,0.135688
750,0.000000
751,0.000000
752,1.000000
753,0.000000
754,0.135688
755,1.000000
756,0.000000
757,1.000000
758,0.400000
759,0.444444
760,1.000000
761,0.666667
762,0.000000
763,1.000000
764,0.500000
765,0.555556
766,0.147177
767,0.311111
768,1.000000
769,0.153571
770,0.000000
771,0.000000
772,0.220000
773,0.333333
774,0.000000
775,0.000000
776,0.000000
777,0.000000
778,0.274510
779,1.000000
780,1.000000
781,0.666667
782,0.000000
783,0.000000
784,0.000000
785,0.122483
786,0.388889
787,0.000000
788,1.000000
789,0.666667
790,0.666667
791,0.000000
792,0.750000
793,0.000000
794,0.000000
795,0.000000
796,1.000000
797,0.095982
798,0.275000
799,0.103399
800,0.000000
801,0.000000
802,0.000000
803,0.666667
804,0.000000
805,0.333333
806,0.000000
807,0.000000
808,0.000000
809,0.000000
810,0.000000
811,0.000000
812,0.138783
813,1.000000
814,0.000000
815,0.000000
816,0.000000
817,0.000000
818,1.000000
819,0.000000
820,0.411765
821,0.400000
822,1.000000
823,0.368421
824,0.000000
825,0.437500
826,0.368421
827,0.000000
828,0.292683
829,1.000000
830,0.164414
831,0.750000
832,1.000000
833,0.000000
834,0.666667
835,0.666667
836,0.120066
837,1.000000
838,1.000000
839,0.000000
840,1.000000
841,0.000000
842,1.000000
843,0.600000
844,1.000000
845,0.135185
846,0.000000
847,0.154661
848,0.000000
849,0.150350
850,0.000000
851,0.113707
852,1.000000
853,1.000000
854,0.750000
855,0.000000
856,1.000000
857,0.666667
858,0.000000
859,1.000000
860,0.325581
861,0.000000
862,0.000000
863,1.000000
864,0.115142
865,1.000000
866,0.117486
867,0.000000
868,0.478261
869,1.000000
870,0.136194
871,0.000000
872,0.421053
873,1.000000
874,0.000000
875,0.000000
876,0.000000
877,0.666667
878,1.000000
879,0.000000
880,0.315789
881,0.000000
882,0.583333
883,1.000000
884,1.000000
885,1.000000
886,0.134375
887,0.571429
888,0.545455
889,0.091880
890,0.132716
891,0.500000
892,0.444444
893,0.000000
894,0.000000
895,1.000000
896,0.666667
897,1.000000
898,0.000000
899,1.000000
900,1.000000
901,0.247423
902,0.666667
903,0.000000
904,0.333333
905,0.000000
906,0.000000
907,0.000000
908,0.454545
909,0.750000
910,1.000000
911,0.000000
912,0.000000
913,0.666667
914,0.000000
915,0.261905
916,0.000000
917,0.162222
918,0.000000
919,1.000000
920,0.104369
921,1.000000
922,0.088843
923,0.000000
924,0.454545
925,0.093112
926,0.000000
927,0.000000
928,1.000000
929,0.000000
930,0.666667
931,0.416667
932,0.000000
933,0.000000
934,0.666667
935,0.000000
936,0.000000
937,0.750000
938,0.000000
939,0.131098
940,0.500000
941,0.000000
942,0.250000
943,0.000000
944,0.169291
945,0.500000
946,0.000000
947,0.105911
948,1.000000
949,0.000000
950,0.555556
951,1.000000
952,1.000000
953,0.000000
954,1.000000
955,0.150943
956,0.750000
957,0.000000
958,0.000000
959,1.000000
960,0.500000
961,0.177686
962,0.000000
963,0.600000
964,0.000000
965,0.000000
966,0.000000
967,0.500000
968,1.000000
969,0.750000
970,0.156652
971,0.333333
972,0.000000
973,0.097285
974,0.250000
975,0.500000
976,0.000000
977,0.000000
978,0.411765
979,0.000000
980,0.342857
981,0.000000
982,0.149306
983,0.500000
984,0.000000
985,1.000000
986,0.000000
987,0.411765
988,0.000000
989,1.000000
990,0.000000
991,0.666667
992,0.000000
993,0.000000
994,0.100467
995,0.500000
996,0.311111
997,0.266667
998,1.000000
