node,eigenvector
289,0.000000
290,0.000001
291,0.000002
292,0.000000
293,0.000000
294,0.000000
295,0.000000
296,0.000000
297,0.000001
298,0.000000
299,0.000000
300,0.000000
301,0.000000
302,0.000000
303,0.000001
304,0.000026
305,0.000000
306,0.000000
307,0.000000
308,0.000026
309,0.000000
310,0.000000
311,0.000000
312,0.000000
313,0.000002
314,0.000000
315,0.000027
316,0.000000
317,0.000000
318,0.000000
319,0.000000
320,0.000000
321,0.000000
322,0.000027
323,0.000002
324,0.000025
325,0.000001
326,0.000000
327,0.000000
328,0.000000
329,0.000001
330,0.000000
331,0.000001
332,0.000002
333,0.000000
334,0.000002
335,0.000000
336,0.000000
337,0.000000
338,0.000000
339,0.000025
340,0.000001
341,0.000001
342,0.000001
343,0.000000
344,0.000001
345,0.000001
346,0.000000
347,0.000001
348,0.000013
349,0.000000
350,0.000004
351,0.000000
352,0.000001
353,0.000008
354,0.000001
355,0.000001
356,0.000000
357,0.000004
358,0.000000
359,0.000001
360,0.000005
361,0.000000
362,0.000001
363,0.000004
364,0.000000
365,0.000000
366,0.000008
367,0.000001
368,0.000001
369,0.000004
370,0.000010
371,0.000000
372,0.000000
373,0.000011
374,0.000007
375,0.000001
376,0.000013
377,0.000000
378,0.000010
379,0.000000
380,0.000000
381,0.000000
382,0.000000
383,0.000000
384,0.000000
385,0.000000
386,0.000000
387,0.000005
388,0.000002
389,0.000002
390,0.000000
391,0.000010
392,0.000005
393,0.000000
394,0.000001
395,0.000007
396,0.000000
397,0.000005
398,0.000001
399,0.000000
400,0.000007
401,0.000000
402,0.000010
403,0.000000
404,0.000005
405,0.000008
406,0.000000
407,0.000004
408,0.000006
409,0.000001
410,0.000000
411,0.000000
412,0.000007
413,0.000001
414,0.000011
415,0.000008
416,0.000004
417,0.000006
418,0.000001
419,0.000005
420,0.000006
421,0.000005
422,0.000001
423,0.000006
424,0.000000
425,0.000008
426,0.000004
427,0.000008
428,0.000598
429,0.000000
430,0.000009
431,0.000010
432,0.000010
433,0.000004
434,0.000009
435,0.000004
436,0.000010
437,0.000000
438,0.000010
439,0.000006
440,0.000001
441,0.000000
442,0.000004
443,0.000000
444,0.000006
445,0.000001
446,0.000001
447,0.000000
448,0.000000
449,0.000004
450,0.000001
451,0.000008
452,0.000005
453,0.000000
454,0.000000
455,0.000005
456,0.000010
457,0.000004
458,0.000001
459,0.000004
460,0.000010
461,0.000006
462,0.000001
463,0.000005
464,0.000000
465,0.000007
466,0.000000
467,0.000000
468,0.000000
469,0.000004
470,0.000000
471,0.000005
472,0.000000
473,0.000005
474,0.000000
475,0.000012
476,0.000000
477,0.000004
478,0.000000
479,0.000005
480,0.000004
481,0.000000
482,0.000005
483,0.000010
484,0.000009
485,0.000004
486,0.000000
487,0.000001
488,0.000001
489,0.000000
490,0.000000
491,0.000000
492,0.000006
493,0.000002
494,0.000001
495,0.000001
496,0.000002
497,0.000007
498,0.000000
499,0.000000
500,0.000010
501,0.000000
502,0.000000
503,0.000002
504,0.000005
505,0.000000
506,0.000010
507,0.000010
508,0.000008
509,0.000000
510,0.000004
511,0.000005
512,0.000005
513,0.000011
514,0.000006
515,0.000006
516,0.000004
517,0.000008
518,0.000004
519,0.000001
520,0.000010
521,0.000001
522,0.000000
523,0.000009
524,0.000007
525,0.000010
526,0.000011
527,0.000002
528,0.000004
529,0.000000
530,0.000000
531,0.000004
532,0.000000
533,0.000000
534,0.000004
535,0.000000
536,0.000001
537,0.000002
538,0.000004
539,0.000000
540,0.000000
541,0.000004
542,0.000006
543,0.000004
544,0.000010
545,0.000009
546,0.000005
547,0.000001
548,0.000001
549,0.000008
550,0.000000
551,0.000000
552,0.000000
553,0.000007
554,0.000004
555,0.000001
556,0.000005
557,0.000001
558,0.000004
559,0.000007
560,0.000001
561,0.000007
562,0.000000
563,0.000600
564,0.000000
565,0.000001
566,0.000008
567,0.000010
568,0.000000
569,0.000004
570,0.000005
571,0.000000
572,0.000000
573,0.000000
574,0.000000
575,0.000000
576,0.000000
577,0.000000
578,0.000000
579,0.000000
580,0.000004
581,0.000000
582,0.000000
583,0.000000
584,0.000000
585,0.000000
586,0.000000
587,0.000000
588,0.000000
589,0.000000
590,0.000000
591,0.000006
592,0.000000
593,0.000000
594,0.000007
595,0.000000
596,0.000002
597,0.000000
598,0.000000
599,0.000000
600,0.000000
601,0.000005
602,0.000000
603,0.000000
604,0.000009
605,0.000000
606,0.000008
607,0.000000
608,0.000000
609,0.000004
610,0.000000
611,0.000000
612,0.000000
613,0.000000
614,0.000005
615,0.000000
616,0.000000
617,0.000000
618,0.000000
619,0.000000
620,0.000000
621,0.000000
622,0.000000
623,0.000000
624,0.000000
625,0.000000
626,0.000000
627,0.000000
628,0.000000
629,0.000001
630,0.000000
631,0.000000
632,0.000000
633,0.000000
634,0.000004
635,0.000000
636,0.000000
637,0.000004
638,0.000000
639,0.000000
640,0.000000
641,0.000007
642,0.000000
643,0.000000
644,0.000000
645,0.000005
646,0.000001
647,0.000000
648,0.000000
649,0.000001
650,0.000000
651,0.000007
652,0.000000
653,0.000000
654,0.000000
655,0.000000
656,0.000000
657,0.000000
658,0.000000
659,0.000000
660,0.000000
661,0.000000
662,0.000000
663,0.000000
664,0.000000
665,0.000000
666,0.000000
667,0.000004
668,0.000000
669,0.000005
670,0.000000
671,0.000000
672,0.000000
673,0.000000
674,0.000000
675,0.000000
676,0.000005
677,0.000000
678,0.000000
679,0.000000
680,0.000000
681,0.000000
682,0.000000
683,0.000005
684,0.000000
685,0.000000
686,0.000000
687,0.000000
688,0.000000
689,0.000000
690,0.000000
691,0.000000
692,0.000000
693,0.000000
694,0.000000
695,0.000000
696,0.000000
697,0.000000
698,0.000000
699,0.000000
700,0.000000
701,0.000000
702,0.000000
703,0.000000
704,0.000000
705,0.000000
706,0.000000
707,0.000000
708,0.000000
709,0.000000
710,0.000000
711,0.000000
712,0.000000
713,0.000000
714,0.000000
715,0.000000
716,0.000000
717,0.000000
718,0.000000
719,0.000000
720,0.000000
721,0.000000
722,0.000000
723,0.000000
724,0.000000
725,0.000000
726,0.000000
727,0.000000
728,0.000000
729,0.000000
730,0.000000
731,0.000000
732,0.000000
733,0.000000
734,0.000000
735,0.000000
736,0.000000
737,0.000000
738,0.000000
739,0.000000
740,0.000000
741,0.000000
742,0.000000
743,0.000000
744,0.000000
745,0.000000
746,0.000000
747,0.000000
748,0.000000
749,0.000000
750,0.000000
751,0.000000
752,0.000000
753,0.000000
754,0.000000
755,0.000000
756,0.000000
757,0.000000
758,0.000000
759,0.000000
760,0.000000
761,0.000000
762,0.000000
763,0.000000
764,0.000000
765,0.000000
766,0.000000
767,0.000000
768,0.000000
769,0.000000
770,0.000000
771,0.000000
772,0.000000
773,0.000000
774,0.000000
775,0.000000
776,0.000000
777,0.000000
778,0.000000
779,0.000000
780,0.000000
781,0.000000
782,0.000000
783,0.000000
784,0.000000
785,0.000000
786,0.000000
787,0.000000
788,0.000000
789,0.000000
790,0.000000
791,0.000000
792,0.000000
793,0.000000
794,0.000000
795,0.000000
796,0.000000
797,0.000000
798,0.000000
799,0.000000
800,0.000000
801,0.000000
802,0.000000
803,0.000000
804,0.000000
805,0.000000
806,0.000000
807,0.000000
808,0.000000
809,0.000000
810,0.000000
811,0.000000
812,0.000000
813,0.000000
814,0.000000
815,0.000000
816,0.000000
817,0.000000
818,0.000000
819,0.000000
820,0.000000
821,0.000000
822,0.000000
823,0.000000
824,0.000000
825,0.000000
826,0.000000
827,0.000000
828,0.000000
829,0.000000
830,0.000000
831,0.000000
832,0.000000
833,0.000000
834,0.000000
835,0.000000
836,0.000000
837,0.000000
838,0.000000
839,0.000000
840,0.000000
841,0.000000
842,0.000000
843,0.000000
844,0.000000
845,0.000000
846,0.000000
847,0.000000
848,0.000000
849,0.000000
850,0.000000
851,0.000000
852,0.000000
853,0.000000
854,0.000000
855,0.000000
856,0.000000
857,0.000000
858,0.000000
859,0.000000
860,0.000000
861,0.000000
862,0.000000
863,0.000000
864,0.000000
865,0.000000
866,0.000000
867,0.000000
868,0.000000
869,0.000000
870,0.000000
871,0.000000
872,0.000000
873,0.000000
874,0.000000
875,0.000000
876,0.000000
877,0.000000
878,0.000000
879,0.000000
880,0.000000
881,0.000000
882,0.000000
883,0.000000
884,0.000000
885,0.000000
886,0.000000
887,0.000000
888,0.000000
889,0.000000
890,0.000000
891,0.000000
892,0.000000
893,0.000000
894,0.000000
895,0.000000
896,0.000002
897,0.000010
898,0.000001
899,0.000001
900,0.000001
901,0.000001
902,0.000002
903,0.000001
904,0.000001
905,0.000002
906,0.000009
907,0.000002
908,0.000040
909,0.000001
910,0.000001
911,0.000001
912,0.000001
913,0.000003
914,0.000001
915,0.000005
916,0.000046
917,0.000003
918,0.000001
919,0.000001
920,0.000003
921,0.000042
922,0.000005
923,0.000001
924,0.000002
925,0.000048
926,0.000003
927,0.000011
928,0.000001
929,0.000001
930,0.000006
931,0.000001
932,0.000008
933,0.000001
934,0.000012
935,0.000001
936,0.000002
937,0.000001
938,0.000001
939,0.000001
940,0.000001
941,0.000002
942,0.000002
943,0.000001
944,0.000001
945,0.000001
946,0.000021
947,0.000015
948,0.000002
949,0.000001
950,0.000001
951,0.000031
952,0.000012
953,0.000014
954,0.000002
955,0.000001
956,0.000001
957,0.000002
958,0.000001
959,0.000005
960,0.000012
961,0.000002
962,0.000005
963,0.000001
964,0.000001
965,0.000001
966,0.000014
967,0.000015
968,0.000003
969,0.000001
970,0.000001
971,0.000001
972,0.000003
973,0.000003
974,0.000001
975,0.000002
976,0.000002
977,0.000001
978,0.000014
979,0.000001
980,0.000017
981,0.000002
982,0.000008
983,0.000007
984,0.000002
985,0.000001
986,0.000001
987,0.000001
988,0.000001
989,0.000001
990,0.000002
991,0.000002
992,0.000001
993,0.000020
994,0.000002
995,0.000009
996,0.000001
997,0.000012
998,0.000002
999,0.000011
1000,0.000001
1001,0.000003
1002,0.000001
1003,0.000012
1004,0.000015
1005,0.000001
1006,0.000017
1007,0.000001
1008,0.000001
1009,0.000002
1010,0.000001
1011,0.000001
1012,0.000003
1013,0.000046
1014,0.000002
1015,0.000001
1016,0.000001
1017,0.000019
1018,0.000002
1019,0.000002
1020,0.000002
1021,0.000002
1022,0.000001
1023,0.000001
1024,0.000010
1025,0.000002
1026,0.000012
1027,0.000001
1028,0.000038
1029,0.000053
1030,0.000001
1031,0.000002
1032,0.000002
1033,0.000002
1034,0.000001
1035,0.000002
1036,0.000002
1037,0.000002
1038,0.000001
1039,0.000003
1040,0.000007
1041,0.000002
1042,0.000001
1043,0.000001
1044,0.000001
1045,0.000001
1046,0.000001
1047,0.000010
1048,0.000014
1049,0.000010
1050,0.000001
1051,0.000002
1052,0.000002
1053,0.000001
1054,0.000006
1055,0.000002
1056,0.000007
1057,0.000001
1058,0.000002
1059,0.000020
1060,0.000002
1061,0.000001
1062,0.000002
1063,0.000003
1064,0.000001
1065,0.000001
1066,0.000002
1067,0.000002
1068,0.000005
1069,0.000003
1070,0.000006
1071,0.000001
1072,0.000001
1073,0.000001
1074,0.000090
1075,0.000009
1076,0.000018
1077,0.000085
1078,0.000022
1079,0.000015
1080,0.000002
1081,0.000001
1082,0.000002
1083,0.000012
1084,0.000003
1085,0.000002
1086,0.000021
1087,0.000001
1088,0.000002
1089,0.000001
1090,0.000001
1091,0.000003
1092,0.000008
1093,0.000001
1094,0.000001
1095,0.000002
1096,0.000001
1097,0.000001
1098,0.000002
1099,0.000002
1100,0.000002
1101,0.000015
1102,0.000002
1103,0.000001
1104,0.000002
1105,0.000001
1106,0.000001
1107,0.000017
1108,0.000002
1109,0.000005
1110,0.000008
1111,0.000001
1112,0.000006
1113,0.000002
1114,0.000006
1115,0.000001
1116,0.000005
1117,0.000016
1118,0.000001
1119,0.000001
1120,0.000002
1121,0.000001
1122,0.000002
1123,0.000009
1124,0.000017
1125,0.000014
1126,0.000052
1127,0.000001
1128,0.000012
1129,0.000002
1130,0.000008
1131,0.000001
1132,0.000017
1133,0.000001
1134,0.000001
1135,0.000010
1136,0.000005
1137,0.000001
1138,0.000001
1139,0.000001
1140,0.000002
1141,0.000001
1142,0.000002
1143,0.000001
1144,0.000001
1145,0.000001
1146,0.000018
1147,0.000001
1148,0.000002
1149,0.000015
1150,0.000002
1151,0.000002
1152,0.000001
1153,0.000017
1154,0.000001
1155,0.000003
1156,0.000012
1157,0.000001
1158,0.000002
1159,0.000002
1160,0.000011
1161,0.000004
1162,0.000001
1163,0.000012
1164,0.000004
1165,0.000030
1166,0.000002
1167,0.000001
1168,0.000001
1169,0.000001
1170,0.000001
1171,0.000042
1172,0.000015
1173,0.000057
1174,0.000001
1175,0.000017
1176,0.000001
1177,0.000001
1178,0.000002
1179,0.000006
1180,0.000007
1181,0.000011
1182,0.000038
1183,0.000002
1184,0.000019
1185,0.000020
1186,0.000001
1187,0.000002
1188,0.000001
1189,0.000001
1190,0.000001
1191,0.000015
1192,0.000002
1193,0.000001
1194,0.000001
1195,0.000008
1196,0.000033
1197,0.000029
1198,0.000011
1199,0.000025
1200,0.000001
1201,0.000008
1202,0.000002
1203,0.000001
1204,0.000002
1205,0.000013
1206,0.000001
1207,0.000008
1208,0.000001
1209,0.000009
1210,0.000006
1211,0.000022
1212,0.000001
1213,0.000001
1214,0.000015
1215,0.000001
1216,0.000001
1217,0.000006
1218,0.000001
1219,0.000009
1220,0.000002
1221,0.000002
1222,0.000019
1223,0.000002
1224,0.000001
1225,0.000001
1226,0.000005
1227,0.000002
1228,0.000001
1229,0.000002
1230,0.000017
1231,0.000002
1232,0.000001
1233,0.000001
1234,0.000001
1235,0.000002
1236,0.000001
1237,0.000007
1238,0.000017
1239,0.000002
1240,0.000001
1241,0.000001
1242,0.000011
1243,0.000015
1244,0.000001
1245,0.000002
1246,0.000001
1247,0.000001
1248,0.000001
1249,0.000001
1250,0.000015
1251,0.000001
1252,0.000001
1253,0.000001
1254,0.000001
1255,0.000017
1256,0.000016
1257,0.000002
1258,0.000002
1259,0.000002
1260,0.000001
1261,0.000002
1262,0.000001
1263,0.000001
1264,0.000001
1265,0.000005
1266,0.000002
1267,0.000016
1268,0.000001
1269,0.000017
1270,0.000001
1271,0.000011
1272,0.000012
1273,0.000002
1274,0.000002
1275,0.000002
1276,0.000001
1277,0.000002
1278,0.000004
1279,0.000002
1280,0.000010
1281,0.000002
1282,0.000002
1283,0.000004
1284,0.000002
1285,0.000006
1286,0.000001
1287,0.000009
1288,0.000011
1289,0.000055
1290,0.000011
1291,0.000015
1292,0.000002
1293,0.000007
1294,0.000002
1295,0.000001
1296,0.000001
1297,0.000001
1298,0.000002
1299,0.000001
1300,0.000006
1301,0.000001
1302,0.000014
1303,0.000002
1304,0.000001
1305,0.000015
1306,0.000001
1307,0.000002
1308,0.000001
1309,0.000002
1310,0.000001
1311,0.000001
1312,0.000040
1313,0.000006
1314,0.000001
1315,0.000002
1316,0.000001
1317,0.000002
1318,0.000002
1319,0.000001
1320,0.000006
1321,0.000005
1322,0.000002
1323,0.000011
1324,0.000002
1325,0.000002
1326,0.000001
1327,0.000036
1328,0.000001
1329,0.000018
1330,0.000015
1331,0.000018
1332,0.000002
1333,0.000001
1334,0.000040
1335,0.000017
1336,0.000007
1337,0.000005
1338,0.000006
1339,0.000012
1340,0.000007
1341,0.000016
1342,0.000001
1343,0.000002
1344,0.000010
1345,0.000002
1346,0.000001
1347,0.000002
1348,0.000001
1349,0.000002
1350,0.000001
1351,0.000010
1352,0.000055
1353,0.000001
1354,0.000001
1355,0.000001
1356,0.000001
1357,0.000002
1358,0.000007
1359,0.000010
1360,0.000002
1361,0.000127
1362,0.000001
1363,0.000001
1364,0.000001
1365,0.000006
1366,0.000002
1367,0.000020
1368,0.000001
1369,0.000035
1370,0.000013
1371,0.000002
1372,0.000001
1373,0.000002
1374,0.000006
1375,0.000009
1376,0.000051
1377,0.000023
1378,0.000001
1379,0.000002
1380,0.000010
1381,0.000001
1382,0.000002
1383,0.000001
1384,0.000002
1385,0.000002
1386,0.000001
1387,0.000001
1388,0.000011
1389,0.000007
1390,0.000023
1391,0.000021
1392,0.000001
1393,0.000008
1394,0.000001
1395,0.000001
1396,0.000002
1397,0.000002
1398,0.000006
1399,0.000022
1400,0.000002
1401,0.000002
1402,0.000010
1403,0.000001
1404,0.000002
1405,0.000005
1406,0.000001
1407,0.000005
1408,0.000006
1409,0.000014
1410,0.000001
1411,0.000002
1412,0.000001
1413,0.000002
1414,0.000001
1415,0.000001
1416,0.000013
1417,0.000001
1418,0.000001
1419,0.000003
1420,0.000020
1421,0.000002
1422,0.000002
1423,0.000002
1424,0.000001
1425,0.000006
1426,0.000002
1427,0.000003
1428,0.000001
1429,0.000002
1430,0.000001
1431,0.000025
1432,0.000002
1433,0.000002
1434,0.000002
1435,0.000005
1436,0.000002
1437,0.000008
1438,0.000001
1439,0.000004
1440,0.000033
1441,0.000002
1442,0.000001
1443,0.000001
1444,0.000002
1445,0.000002
1446,0.000006
1447,0.000017
1448,0.000002
1449,0.000012
1450,0.000002
1451,0.000002
1452,0.000001
1453,0.000002
1454,0.000002
1455,0.000001
1456,0.000015
1457,0.000007
1458,0.000033
1459,0.000002
1460,0.000007
1461,0.000002
1462,0.000002
1463,0.000002
1464,0.000001
1465,0.006146
1466,0.000001
1467,0.000016
1468,0.000001
1469,0.000002
1470,0.000010
1471,0.000020
1472,0.000002
1473,0.000003
1474,0.000001
1475,0.000002
1476,0.000001
1477,0.000002
1478,0.000001
1479,0.000002
1480,0.000010
1481,0.000001
1482,0.000002
1483,0.000049
1484,0.000003
1485,0.000036
1486,0.000001
1487,0.000004
1488,0.000016
1489,0.000001
1490,0.000001
1491,0.000016
1492,0.000001
1493,0.000001
1494,0.000001
1495,0.000002
1496,0.000002
1497,0.000002
1498,0.000002
1499,0.000001
1500,0.000001
1501,0.000002
1502,0.000002
1503,0.000001
1504,0.000002
1505,0.000002
1506,0.000001
1507,0.000001
1508,0.000002
1509,0.000046
1510,0.000001
1511,0.000002
1512,0.000006
1513,0.000035
1514,0.000002
1515,0.000002
1516,0.000021
1517,0.000005
1518,0.000002
1519,0.000004
1520,0.000017
1521,0.000002
1522,0.000047
1523,0.000038
1524,0.000005
1525,0.000002
1526,0.000001
1527,0.000002
1528,0.000009
1529,0.000002
1530,0.000014
1531,0.000001
1532,0.000005
1533,0.000001
1534,0.000046
1535,0.000009
1536,0.000006
1537,0.000002
1538,0.000009
1539,0.000011
1540,0.000036
1541,0.000001
1542,0.000007
1543,0.000002
1544,0.000002
1545,0.000006
1546,0.000001
1547,0.000015
1548,0.000001
1549,0.000006
1550,0.000001
1551,0.000022
1552,0.000001
1553,0.000004
1554,0.000021
1555,0.000002
1556,0.000003
1557,0.000019
1558,0.000001
1559,0.000023
1560,0.000001
1561,0.000004
1562,0.000002
1563,0.000017
1564,0.000002
1565,0.000002
1566,0.000001
1567,0.000002
1568,0.000001
1569,0.000002
1570,0.000017
1571,0.000007
1572,0.000005
1573,0.000002
1574,0.000010
1575,0.000001
1576,0.000002
1577,0.007159
1578,0.000001
1579,0.000001
1580,0.000011
1581,0.000001
1582,0.000002
1583,0.000002
1584,0.000025
1585,0.000002
1586,0.000001
1587,0.000002
1588,0.000002
1589,0.000025
1590,0.000040
1591,0.000002
1592,0.000001
1593,0.000002
1594,0.000002
1595,0.000002
1596,0.000002
1597,0.000014
1598,0.000015
1599,0.000001
1600,0.000014
1601,0.000001
1602,0.000001
1603,0.000019
1604,0.000017
1605,0.000012
1606,0.000002
1607,0.000001
1608,0.000016
1609,0.000012
1610,0.000020
1611,0.000002
1612,0.000024
1613,0.000022
1614,0.000010
1615,0.000002
1616,0.000002
1617,0.000044
1618,0.000076
1619,0.000013
1620,0.000014
1621,0.000051
1622,0.000021
1623,0.000012
1624,0.000001
1625,0.000002
1626,0.000033
1627,0.000001
1628,0.000002
1629,0.000001
1630,0.000002
1631,0.000001
1632,0.000011
1633,0.000001
1634,0.000001
1635,0.000001
1636,0.000002
1637,0.000014
1638,0.000001
1639,0.000011
1640,0.000001
1641,0.000002
1642,0.000002
1643,0.000014
1644,0.000008
1645,0.000002
1646,0.000002
1647,0.000002
1648,0.000001
1649,0.000001
1650,0.000001
1651,0.000001
1652,0.000009
1653,0.000009
1654,0.000001
1655,0.000002
1656,0.000003
1657,0.000001
1658,0.000002
1659,0.000011
1660,0.000002
1661,0.000002
1662,0.000018
1663,0.000056
1664,0.000001
1665,0.000015
1666,0.000046
1667,0.000001
1668,0.000016
1669,0.000019
1670,0.000001
1671,0.000002
1672,0.000001
1673,0.000002
1674,0.000004
1675,0.000015
1676,0.000001
1677,0.000002
1678,0.000002
1679,0.000002
1680,0.000002
1681,0.000001
1682,0.000001
1683,0.000016
1684,0.000006
1685,0.000013
1686,0.000001
1687,0.000006
1688,0.000013
1689,0.000016
1690,0.000001
1691,0.000002
1692,0.000006
1693,0.000001
1694,0.000002
1695,0.000002
1696,0.000001
1697,0.000030
1698,0.000002
1699,0.000002
1700,0.000003
1701,0.000001
1702,0.000072
1703,0.000002
1704,0.000001
1705,0.000001
1706,0.000002
1707,0.000022
1708,0.000001
1709,0.000002
1710,0.000002
1711,0.000001
1712,0.000012
1713,0.000001
1714,0.000023
1715,0.000002
1716,0.000002
1717,0.000018
1718,0.004515
1719,0.000002
1720,0.000002
1721,0.000014
1722,0.000007
1723,0.000008
1724,0.000007
1725,0.000002
1726,0.000002
1727,0.000002
1728,0.000001
1729,0.000002
1730,0.000027
1731,0.000001
1732,0.000002
1733,0.000001
1734,0.000007
1735,0.000015
1736,0.000019
1737,0.000010
1738,0.000001
1739,0.000001
1740,0.000006
1741,0.000014
1742,0.000002
1743,0.000001
1744,0.000002
1745,0.000005
1746,0.000022
1747,0.000001
1748,0.000001
1749,0.000001
1750,0.000016
1751,0.000002
1752,0.000014
1753,0.000013
1754,0.000007
1755,0.000001
1756,0.000001
1757,0.000016
1758,0.000002
1759,0.000001
1760,0.000001
1761,0.000015
1762,0.000001
1763,0.000002
1764,0.000001
1765,0.000009
1766,0.000002
1767,0.000002
1768,0.000025
1769,0.000032
1770,0.000002
1771,0.000003
1772,0.000008
1773,0.000001
1774,0.000007
1775,0.000002
1776,0.000001
1777,0.000009
1778,0.000006
1779,0.000002
1780,0.000031
1781,0.000001
1782,0.000037
1783,0.000002
1784,0.000001
1785,0.000001
1786,0.000002
1787,0.000001
1788,0.000001
1789,0.000012
1790,0.000002
1791,0.000017
1792,0.000001
1793,0.000019
1794,0.000002
1795,0.000011
1796,0.000009
1797,0.000001
1798,0.000001
1799,0.000019
1800,0.000027
1801,0.000001
1802,0.000001
1803,0.000001
1804,0.000023
1805,0.000004
1806,0.000002
1807,0.000002
1808,0.000005
1809,0.000013
1810,0.000012
1811,0.000009
1812,0.000002
1813,0.000020
1814,0.000001
1815,0.000001
1816,0.000015
1817,0.000031
1818,0.000002
1819,0.000012
1820,0.000002
1821,0.000004
1822,0.000001
1823,0.000016
1824,0.000002
1825,0.000002
1826,0.000013
1827,0.000023
1828,0.000002
1829,0.000001
1830,0.000001
1831,0.000002
1832,0.000005
1833,0.000023
1834,0.000001
1835,0.000051
1836,0.000033
1837,0.000001
1838,0.000001
1839,0.000020
1840,0.000001
1841,0.000002
1842,0.000017
1843,0.000006
1844,0.000003
1845,0.000012
1846,0.000033
1847,0.000001
1848,0.000001
1849,0.000016
1850,0.000001
1851,0.000006
1852,0.000031
1853,0.000001
1854,0.000001
1855,0.000001
1856,0.000001
1857,0.000002
1858,0.000005
1859,0.000002
1860,0.000002
1861,0.000012
1862,0.000002
1863,0.000035
1864,0.000013
1865,0.000002
1866,0.000002
1867,0.000015
1868,0.000014
1869,0.000001
1870,0.000002
1871,0.000002
1872,0.000002
