node,betweenness
154,0.000000
155,0.333333
156,1347.101264
157,0.333333
158,39.063863
159,9.384163
160,0.000000
161,19.596094
162,0.476190
163,206.135623
164,0.142857
165,2.755249
166,3.559524
167,0.366667
168,2.555384
169,3278.216649
170,98.433161
171,126274.010922
172,68.277363
173,29595.236042
174,0.333333
175,26.976190
176,2.613745
177,2.535714
178,11.176731
179,0.500000
180,7.426966
181,1.500000
182,0.333333
183,0.000000
184,10.371800
185,23.052918
186,65.772871
187,3.327579
188,84.729563
189,104.503388
190,1.500000
191,0.000000
192,3.000000
193,1.500000
194,3.541613
195,0.000000
196,7.981548
197,4.395610
198,13553.625425
199,77.027208
200,112.755971
201,0.000000
202,62.397823
203,134.229660
204,22.247962
205,0.000000
206,1.333333
207,0.000000
208,0.151665
209,0.000000
210,0.000000
211,18.395595
212,6.732264
213,3815.586746
214,15.246429
215,0.000000
216,0.000000
217,258.967813
218,0.000000
219,2.000000
220,0.000000
221,0.399242
222,4.835949
223,9.187134
224,24.161726
225,1.185714
226,2.500036
227,12.885714
228,0.000000
229,2.290727
230,12.416667
231,23.527651
232,10.795985
233,0.000000
234,0.000000
235,0.325000
236,65.335696
237,0.750000
238,12.354004
239,150.374124
240,0.500000
241,0.000000
242,27.805195
243,3.811111
244,0.000000
245,1.500000
246,311.533238
247,0.500000
248,17.269842
249,26.232900
250,0.176923
251,3.210714
252,162.080270
253,0.333333
254,1.089033
255,0.000000
256,0.000000
257,13.587749
258,7.368853
259,2.250000
260,6.691667
261,57.066413
262,0.000000
263,0.166667
264,0.000000
265,19.725862
266,1.488835
267,0.000000
268,0.284144
269,830.164154
270,0.333333
271,224.102200
272,154.795458
273,0.000000
274,5.875601
275,1.500000
276,3.780337
277,320.076855
278,1.776190
279,0.000000
280,83.851359
281,4.685354
282,0.000000
283,1.092157
284,5.695177
285,4067.086720
286,0.000000
287,0.000000
288,0.031250
289,0.142857
290,1.215059
291,75.230702
292,0.000000
293,0.000000
294,0.250000
295,3.351465
296,0.166667
297,7.612886
298,0.292929
299,12.505393
300,0.842857
301,0.500000
302,5.703211
303,12.427975
304,4799.893342
305,0.000000
306,0.000000
307,1.000000
308,1449.508548
309,0.000000
310,9.849603
311,2.017157
312,52.555592
313,64.045908
314,8.366974
315,5355.549429
316,0.000000
317,3.226190
318,2.146761
319,2.700000
320,34.383405
321,0.000000
322,7853.296677
323,63.595145
324,2910.407738
325,33.881398
326,8.660354
327,0.000000
328,0.000000
329,110.810004
330,2.305538
331,16.461859
332,97.341114
333,0.728968
334,32.349557
335,0.000000
336,0.000000
337,1.300000
338,0.891776
339,2670.280936
340,0.543290
341,1.179639
342,29.113905
343,9.894877
344,3.420667
345,7.263474
346,45.125144
347,0.601923
348,309711.207132
349,0.125000
350,632.710039
351,56.450397
352,6.234271
353,17447.348381
354,15.468466
355,66.275287
356,0.500000
357,410.860281
358,0.000000
359,70.634577
360,1756.950387
361,38.973231
362,11.832889
363,11839.970926
364,1.666667
365,0.204563
366,9585.080142
367,185.349979
368,83.231306
369,582.750414
370,2838.972277
371,0.457393
372,41.091066
373,6993.270161
374,2358.827889
375,5.953842
376,50498.873902
377,0.000000
378,906.605636
379,0.000000
380,0.231685
381,0.308608
382,1.256788
383,0.500000
384,0.333333
385,1.062426
386,0.500000
387,1696.717064
388,973.460943
389,14804.871947
390,1.074213
391,3361.218150
392,654.170650
393,0.000000
394,140.369507
395,4811.114912
396,44.857067
397,1010.387244
398,45.882836
399,0.333333
400,2321.626202
401,0.000000
402,1909.863998
403,10.486437
404,767.570120
405,672.333606
406,1.000000
407,225.024183
408,777.201858
409,43.429766
410,13.698943
411,0.500000
412,7069.388341
413,15.242930
414,388245.475981
415,484.332399
416,637.446713
417,1278.520771
418,20.138777
419,6056.503323
420,5696.098774
421,183.249280
422,3143.265161
423,1811.543648
424,3.116231
425,22.353614
426,10.266762
427,612.831556
428,524164.067776
429,1.026166
430,294.194000
431,1746.342043
432,921.394723
433,129.099609
434,880.527416
435,189.556692
436,2037.444037
437,11.166667
438,1058.121353
439,1227.411204
440,14.750320
441,0.333333
442,4.591181
443,0.000000
444,440.114605
445,17.828797
446,40.692730
447,0.000000
448,0.000000
449,75.683422
450,13.378147
451,329.337326
452,910.851123
453,2.500000
454,0.000000
455,1203.731999
456,2609.417548
457,620.319924
458,38.025588
459,159.256045
460,5063.331865
461,1723.910085
462,41.239202
463,1388.221075
464,145.160317
465,2725.163979
466,0.201923
467,0.000000
468,0.000000
469,573.432086
470,6.522823
471,368.484951
472,642.466926
473,425.069884
474,18.904492
475,40741.246800
476,0.000000
477,5.125000
478,4.370413
479,420.817621
480,290.165727
481,87.568188
482,257.297329
483,84019.614016
484,23624.686781
485,0.000000
486,2.255084
487,46.208934
488,7.589736
489,27.263987
490,7.615788
491,1.175667
492,1987.021453
493,238.814039
494,46.956257
495,7.110353
496,330.194541
497,4607.139318
498,7.981283
499,0.000000
500,3338.678491
501,0.333333
502,2.615058
503,1584.184086
504,1537.968882
505,0.715426
506,988.970248
507,1260.046497
508,508.169328
509,1.418806
510,513.648601
511,159.293236
512,286.463896
513,3927.258192
514,616.534697
515,1292.887386
516,612.370650
517,13638.475821
518,356.796732
519,15.510202
520,1604.160751
521,5.787157
522,2.113128
523,350.912524
524,1403.500255
525,3138.429413
526,14632.100009
527,653.620305
528,35.094876
529,1.907412
530,0.366667
531,1894.889787
532,12.166667
533,2.755029
534,183.066820
535,39.360485
536,5.461330
537,504.790611
538,10469.753059
539,78.672589
540,7.139915
541,114.688286
542,2295.232454
543,112.487303
544,766.744436
545,535.003887
546,767.670462
547,53.201986
548,47.377332
549,309.589091
550,0.000000
551,3.409016
552,0.333333
553,5463.294114
554,610.184740
555,109.602601
556,728.537078
557,167.303391
558,238.225746
559,2362.132129
560,85.311589
561,2629.759301
562,0.409524
563,511702.996551
564,59.450397
565,5.104120
566,14568.555605
567,784996.905594
568,8.791739
569,20.257508
570,289.733478
571,0.000000
572,0.000000
573,24.808810
574,21.136371
575,0.663034
576,0.090909
577,0.609811
578,1.733875
579,101.124048
580,11746.145891
581,0.000000
582,0.246715
583,2.974460
584,91.504437
585,0.000000
586,0.000000
587,2.320863
588,2.720135
589,60.322679
590,2534.269258
591,904.798843
592,101.592201
593,1.805919
594,234766.313681
595,0.090909
596,15615.348951
597,15.638460
598,1.333428
599,1.704393
600,2.520455
601,3480.628434
602,0.000000
603,2.622905
604,1161.535129
605,3.053342
606,8127.724863
607,0.000000
608,0.000000
609,4727.881640
610,16.926567
611,1.826098
612,3.705281
613,0.000000
614,81.982276
615,2.792641
616,55.910543
617,37.380749
618,82.830304
619,23.429702
620,76.419636
621,0.452381
622,5.537731
623,4.934145
624,0.000000
625,7.226048
626,3.624008
627,1.733875
628,0.273109
629,535.552460
630,445.361682
631,6.177217
632,1.597950
633,2.825796
634,483.892678
635,26.604787
636,21.655460
637,12373.135049
638,0.000000
639,194.105186
640,1.277643
641,4357.895575
642,0.000000
643,2.520455
644,63.973701
645,1099.227713
646,333.916508
647,9.587726
648,0.000000
649,450.613639
650,1.642966
651,12973.167772
652,0.000000
653,106.777389
654,98.593849
655,5.826478
656,0.000000
657,3.699627
658,1.733875
659,1.733875
660,0.000000
661,2.520455
662,2.080437
663,16.937559
664,3.310540
665,0.848485
666,34.264684
667,0.000000
668,0.000000
669,164.371502
670,0.982710
671,1.855632
672,0.195513
673,0.000000
674,0.000000
675,1.642966
676,18.257062
677,64.524216
678,286.379437
679,22.250461
680,81.389404
681,2.338129
682,11.339471
683,862.435240
684,5.306985
685,7.524660
686,242254.366252
687,30.385326
688,112.007966
689,0.676190
690,0.387566
691,2.361111
692,0.000000
693,2.812395
694,120.400208
695,48.082521
696,17.311177
697,16012.833517
698,940024.246482
699,0.000000
700,0.466917
701,9.980857
702,0.712302
703,18582.723844
704,0.934524
705,287.183952
706,0.358834
707,4.336905
708,4981.711499
709,4.029755
710,1.485747
711,5.932071
712,10.573016
713,40868.728210
714,8.401984
715,0.213585
716,5.281685
717,0.000000
718,30.996788
719,26758.945766
720,19.131809
721,0.526923
722,4.972806
723,1.698493
724,96.530394
725,0.428571
726,26.650562
727,26.706046
728,69.282728
729,147.170182
730,4.903178
731,5.403049
732,8.985317
733,3.659524
734,30.333011
735,0.155556
736,16.370238
737,4.466250
738,15.523319
739,43.989922
740,4.202717
741,8.255498
742,10.654762
743,0.000000
744,0.000000
745,29636.039932
746,2.610714
747,22128.420909
748,11.600616
749,0.000000
750,0.000000
751,1.252751
752,20.488794
753,56.169771
754,20.377085
755,10.336621
756,1.368452
757,1.500000
758,8.372469
759,3.309294
760,10.226587
761,0.636180
762,1.290079
763,12.240962
764,19.181413
765,4.786717
766,33.924299
767,2.109524
768,16.905159
769,806.044609
770,58.064944
771,20.758333
772,3849.144261
773,31.108954
774,8048.281067
775,0.000000
776,262.168437
777,12.662320
778,4.921880
779,5.758091
780,26.001302
781,109.997525
782,29.796548
783,5.598226
784,62.670966
785,0.000000
786,3.445238
787,25.813370
788,0.533333
789,8.972619
790,0.333333
791,0.561111
792,15.154709
793,13.357107
794,2.598837
795,16.588151
796,1.933333
797,24.351475
798,6048.827446
799,9.685390
800,8705.032374
801,0.000000
802,0.000000
803,10326.631046
804,2951.447619
805,24879.308035
806,14.640079
807,8.425190
808,0.372707
809,3.957917
810,8863.729536
811,20.934394
812,0.809163
813,5.994780
814,15.362118
815,57.066939
816,2.576190
817,20.025594
818,25.922180
819,8234.372667
820,64.726825
821,1.608824
822,18.338095
823,15364.606807
824,126.474213
825,75.622352
826,2.369634
827,72.846120
828,32302.545134
829,70.921436
830,19329.141750
831,7.449521
832,0.400000
833,23.459524
834,31.631873
835,11.146315
836,6.785913
837,4.763805
838,7.898245
839,12.178175
840,5168.734536
841,0.000000
842,36.459283
843,2.546628
844,1.236928
845,12.745370
846,1.781636
847,10.617231
848,28.396860
849,56.413474
850,10.228968
851,0.000000
852,0.000000
853,49.635994
854,0.000000
855,0.000000
856,4076.931210
857,3005.961468
858,0.000000
859,0.000000
860,471321.792610
861,0.942857
862,95752.647473
863,1.233355
864,1.100983
865,0.000000
866,0.783333
867,1.166667
868,0.000000
869,0.667094
870,1.866667
871,10.866667
872,0.166667
873,0.000000
874,0.166667
875,0.000000
876,1.233355
877,0.000000
878,0.822641
879,1.033333
880,0.439200
881,1.233333
882,0.536926
883,0.000000
884,0.250000
885,4.666667
886,0.125000
887,0.000000
888,0.000000
889,6.009545
890,1.239954
891,0.000000
892,0.000000
893,0.850983
894,0.200000
895,0.783333
896,724.887343
897,137.866608
898,9.127321
899,0.000000
900,14.105316
901,6.121087
902,5.283253
903,9.223780
904,3.783333
905,26.147507
906,86.577082
907,13.349239
908,3141.717884
909,8.675000
910,0.000000
911,0.000000
912,6.808333
913,209.795881
914,9.247122
915,800.862001
916,5839.442400
917,2496.825795
918,0.000000
919,14.511568
920,12.044748
921,3112.294841
922,29.082397
923,6.567941
924,108.558120
925,6165.259353
926,9.748867
927,188.457494
928,0.222222
929,3.041642
930,1095.609965
931,14.287460
932,66.531527
933,31.701881
934,66.989331
935,3.042857
936,28.865974
937,0.700000
938,5.307369
939,14.818698
940,10.155325
941,115.346407
942,79.558508
943,7.775385
944,35.597846
945,0.000000
946,693.747936
947,154.584568
948,44.250626
949,16.121383
950,4.047651
951,884.291136
952,18.663215
953,346.151993
954,100.836329
955,1.708333
956,3.666667
957,77.535900
958,1.060058
959,18.966472
960,161.739481
961,48.863609
962,714.094281
963,43.947989
964,36.193607
965,2.432287
966,69.726937
967,321.887590
968,280.077063
969,6.927774
970,3.941540
971,15.764851
972,1.310804
973,79.535523
974,1.954502
975,21.866512
976,12.276349
977,21.803270
978,185.337018
979,0.642857
980,247.744312
981,9.132235
982,112.952660
983,19.788218
984,20.110871
985,0.903968
986,1.554340
987,8.609524
988,8.264129
989,12.236446
990,9067.578169
991,97.166925
992,6.708298
993,347.578460
994,56.849538
995,302.681516
996,3.448481
997,61.651652
998,2.532553
999,39.620585
1000,13.092435
1001,180.410193
1002,0.333333
1003,152.438798
1004,88.259960
1005,0.614654
1006,217.400352
1007,17.164418
1008,27.066396
1009,52.179859
1010,135.605335
1011,58.240493
1012,114.325813
1013,919.614915
1014,420.344947
1015,7.003505
1016,0.000000
1017,257.126561
1018,57.066943
1019,78.819162
1020,78.713540
1021,73.765328
1022,0.125000
1023,9.194444
1024,101.523082
1025,524.170743
1026,95.279850
1027,0.000000
1028,1963.770028
1029,5145.946228
1030,8.916667
1031,0.820280
1032,264.712325
1033,8.893427
1034,0.000000
1035,36.940723
1036,19.376693
1037,80.370767
1038,1.666667
1039,2.917457
1040,35.372336
1041,137.166568
1042,5.206774
1043,8.508333
1044,3.259997
1045,11.166667
1046,0.000000
1047,57.070685
1048,293.057033
1049,357.848017
1050,4.590909
1051,83.076275
1052,318.724848
1053,11.350000
1054,62.820766
1055,11.016374
1056,61.317086
1057,1.950000
1058,9.206696
1059,258.346973
1060,70.822839
1061,1.457576
1062,44.508620
1063,1.325746
1064,55.629831
1065,0.000000
1066,149.361792
1067,105.592694
1068,59.034058
1069,1.384087
1070,4345.564511
1071,0.000000
1072,13.519352
1073,10.070833
1074,5773.661843
1075,325.439730
1076,178.070771
1077,1267.050845
1078,397.391833
1079,78.392729
1080,320.740098
1081,6.212329
1082,20.384677
1083,100.352828
1084,2.193200
1085,1214577.758360
1086,4920.477966
1087,5.916642
1088,1053.987375
1089,5.825490
1090,6.169780
1091,17.732926
1092,33.498131
1093,3.855409
1094,6.267496
1095,67.785656
1096,0.000000
1097,10.499271
1098,4353.276478
1099,29.738334
1100,33.416055
1101,139.498530
1102,29.486460
1103,9.351576
1104,579.528358
1105,0.333333
1106,68.849613
1107,163.682783
1108,14.358798
1109,1676.078155
1110,293.532803
1111,0.125000
1112,17.716941
1113,64.162259
1114,696.781355
1115,4.395171
1116,4.793393
1117,148.305257
1118,7.197718
1119,0.000000
1120,57.589301
1121,28.194608
1122,134.749234
1123,116.215913
1124,339.013136
1125,84.586419
1126,7473.279187
1127,26.629457
1128,819.357278
1129,80.401732
1130,46.910874
1131,39.747531
1132,142.868362
1133,1.538462
1134,5.204701
1135,85.329843
1136,4248.826677
1137,4.844640
1138,17.892857
1139,11.632138
1140,6.594331
1141,5.061541
1142,25.857297
1143,19.448176
1144,7.217713
1145,0.000000
1146,481.385889
1147,1.666667
1148,251.394034
1149,85.621598
1150,16.341674
1151,5.025344
1152,7.880999
1153,124.815092
1154,6.785714
1155,310.173979
1156,85.090127
1157,0.583333
1158,173.872661
1159,168.044685
1160,231.492055
1161,37.774661
1162,2.400000
1163,48.358897
1164,2.189635
1165,25765.444301
1166,186.890324
1167,16.591527
1168,1.926190
1169,28.104640
1170,115.970933
1171,20474.884147
1172,106.601693
1173,7681.872072
1174,5.139910
1175,433.860497
1176,0.000000
1177,26.083333
1178,2384.683550
1179,468.977169
1180,16.403582
1181,33.948753
1182,1717.911430
1183,60.442648
1184,217.034081
1185,153.087717
1186,0.365027
1187,399.436363
1188,14.876144
1189,162.959884
1190,19.352444
1191,167.443532
1192,397.188376
1193,4382.454146
1194,1.000000
1195,23.236476
1196,452.654566
1197,1322.803019
1198,18.840588
1199,555.443582
1200,0.700000
1201,15.705601
1202,12.250000
1203,3.202020
1204,505.418782
1205,71.696163
1206,0.000000
1207,41.632467
1208,0.000000
1209,69.556971
1210,666.537837
1211,302.746837
1212,28.845473
1213,13.703686
1214,245.838073
1215,85.041354
1216,10.790518
1217,1980.201441
1218,5.142857
1219,27.250161
1220,2.183156
1221,420.485280
1222,368.304919
1223,75.686231
1224,0.000000
1225,20.510218
1226,1577.534551
1227,146.731865
1228,18.859491
1229,66.109387
1230,117.810080
1231,104.814632
1232,7.998544
1233,0.000000
1234,4.646909
1235,427.482860
1236,83.247419
1237,1508.284467
1238,674.110423
1239,0.579932
1240,23.906685
1241,16.022678
1242,93.785042
1243,138.377017
1244,8.637378
1245,51.664101
1246,108.515051
1247,45.794093
1248,5.500000
1249,2.049610
1250,231.292131
1251,1.146343
1252,0.000000
1253,0.000000
1254,2.666667
1255,324.366496
1256,180.710782
1257,20.619062
1258,83.231416
1259,123.145596
1260,21.603085
1261,124.905182
1262,0.000000
1263,3.666667
1264,1.000000
1265,29.946520
1266,14.252331
1267,64.002308
1268,37.070177
1269,121.588628
1270,0.000000
1271,47.981655
1272,206.384933
1273,233.897783
1274,1907.908176
1275,173.485020
1276,0.000000
1277,721.727939
1278,37.723562
1279,8.449734
1280,69.718558
1281,32.801712
1282,104.021977
1283,203.433508
1284,150.505145
1285,13.086398
1286,7.881556
1287,11.830744
1288,48.020139
1289,4842.565432
1290,111.342207
1291,70.350805
1292,21.099860
1293,7.700083
1294,27.790916
1295,1.533333
1296,48.240480
1297,0.750000
1298,44.557485
1299,17.416934
1300,290.056555
1301,1.450000
1302,59.442085
1303,71.188166
1304,79.172008
1305,363.153364
1306,23.239214
1307,1171.456324
1308,13.067288
1309,32.197294
1310,6.868498
1311,109.829987
1312,2238.329266
1313,360.899643
1314,33.512871
1315,10.610626
1316,6.794544
1317,5595.284267
1318,40.270082
1319,1.346271
1320,939.084105
1321,24.037743
1322,236.272557
1323,36.470154
1324,51.956045
1325,9.326166
1326,0.000000
1327,1489.507258
1328,839.980130
1329,514.678885
1330,187.136902
1331,213.468604
1332,129.705627
1333,4.811966
1334,4359.920628
1335,108.898225
1336,8.402706
1337,156.275637
1338,3555.111747
1339,101.927708
1340,15.345546
1341,106.364555
1342,7.174242
1343,330.882286
1344,105.467684
1345,227.764478
1346,0.000000
1347,128.293750
1348,55.901085
1349,132.664778
1350,45.932236
1351,16.057123
1352,9054.532557
1353,0.500000
1354,1.576923
1355,21.450017
1356,15.606876
1357,212.670760
1358,1560.794447
1359,70.219578
1360,2252.790369
1361,16283.900806
1362,0.000000
1363,1.473867
1364,5.609524
1365,7.488225
1366,244.098700
1367,397.748209
1368,1.708333
1369,2462.554705
1370,74.670594
1371,155.983390
1372,0.000000
1373,296.966619
1374,540.881529
1375,30.132386
1376,6447.401493
1377,607.732675
1378,4.359280
1379,9.921783
1380,32.518040
1381,2.480770
1382,10.156922
1383,0.000000
1384,55.758049
1385,30.272639
1386,0.000000
1387,15.709639
1388,42.112411
1389,7.017475
1390,405.284222
1391,332.203738
1392,53.065257
1393,142.284934
1394,0.000000
1395,0.000000
1396,26.250090
1397,19.391063
1398,18.634652
1399,382.337241
1400,10.484156
1401,5.061894
1402,29.430485
1403,0.000000
1404,39.146864
1405,33394.758526
1406,33.827782
1407,43.171415
1408,898.941016
1409,233.028603
1410,414.302310
1411,12.518093
1412,78.164839
1413,40.679765
1414,0.025641
1415,57.518467
1416,134.185790
1417,1.500000
1418,23.786195
1419,11645.206847
1420,49365.384939
1421,520.833008
1422,21.218193
1423,72.030529
1424,29.428571
1425,1117.835221
1426,43.567192
1427,412.907789
1428,92.701336
1429,124.301555
1430,0.000000
1431,1256.702444
1432,30.362823
1433,8.882119
1434,18.575946
1435,757.488855
1436,111.880526
1437,171.703657
1438,3.708433
1439,0.207189
1440,782.413384
1441,23.759458
1442,0.666667
1443,0.890079
1444,72.516367
1445,23.336992
1446,538.639608
1447,304.862962
1448,84.958385
1449,130.695587
1450,5445.840927
1451,28.577008
1452,13.220508
1453,78.789741
1454,40.030903
1455,0.000000
1456,134.258215
1457,14.939448
1458,942.010971
1459,244.786535
1460,217.099127
1461,8.427433
1462,65.022061
1463,2.261395
1464,26.066767
1465,200277.761235
1466,0.000000
1467,421.095163
1468,4.735686
1469,288.518440
1470,73.886038
1471,439.495472
1472,640.076717
1473,533.182667
1474,0.166667
1475,370.915279
1476,3.228211
1477,29.828728
1478,5.008392
1479,129.575734
1480,596.912019
1481,9.433680
1482,75.260388
1483,5137.385308
1484,9.865042
1485,1104.101768
1486,0.000000
1487,631.082690
1488,184.266886
1489,2.942019
1490,0.190168
1491,100.385609
1492,34.905618
1493,1.117794
1494,796.311920
1495,114.585586
1496,122.362252
1497,76.544040
1498,0.666515
1499,8.309524
1500,25.772241
1501,17.911401
1502,147.446044
1503,12.927049
1504,114.468673
1505,30825.732690
1506,0.171990
1507,68.026203
1508,20.522003
1509,4140.111565
1510,0.250000
1511,1210.198667
1512,436.114348
1513,1746.304904
1514,55.881565
1515,215.194594
1516,135.850623
1517,4.937355
1518,2244.868383
1519,161.301309
1520,158.657384
1521,0.000000
1522,5139.976153
1523,2148.651522
1524,8.559351
1525,128.092057
1526,24.191013
1527,25.283485
1528,444.400162
1529,291.037397
1530,41.697346
1531,67.292735
1532,6.583126
1533,47.013842
1534,48484.269511
1535,42.222343
1536,5541.755661
1537,3732.978676
1538,62.604220
1539,29.281892
1540,3440.175838
1541,22.069222
1542,21.318232
1543,100.121955
1544,41.031606
1545,1671.946467
1546,0.000000
1547,72.367068
1548,76.403977
1549,1958.017878
1550,6.409999
1551,271.774579
1552,20.350210
1553,6153.369772
1554,263.149528
1555,2236.787615
1556,7.644232
1557,302.672383
1558,0.000000
1559,433.932222
1560,0.000000
1561,120.457593
1562,9.916667
1563,125.941912
1564,23.345971
1565,54.710855
1566,34.398893
1567,590.521567
1568,1.439341
1569,184.604357
1570,166.433039
1571,75.249019
1572,7.061764
1573,227.006623
1574,2167.244493
1575,28.222886
1576,87.474622
1577,324273.314637
1578,24.756379
1579,0.076923
1580,50.839629
1581,0.000000
1582,19.625332
1583,185.442471
1584,2151.994108
1585,46.883087
1586,0.000000
1587,20.305503
1588,429.684467
1589,401.854253
1590,2653.168538
1591,482.622660
1592,2.032449
1593,4510.740673
1594,30.370349
1595,39.473442
1596,81.481140
1597,110.382848
1598,584.712212
1599,9.064502
1600,184.515244
1601,4.669004
1602,2.410189
1603,121.125643
1604,786.614513
1605,65.480266
1606,11.391162
1607,1.666667
1608,114.257521
1609,118.649894
1610,308.868494
1611,244.509087
1612,696.237849
1613,334.520724
1614,147.337933
1615,14.231196
1616,86.169022
1617,3652.490902
1618,1328.276462
1619,86.367967
1620,956.767847
1621,7028.256307
1622,701.620544
1623,54.154085
1624,38.769610
1625,5.681098
1626,1048.626052
1627,0.000000
1628,155.356126
1629,7.014340
1630,514.421929
1631,0.111111
1632,51.259667
1633,15.479777
1634,45.686635
1635,13.284505
1636,82.553139
1637,319.312606
1638,20.439925
1639,192.652652
1640,0.610256
1641,20.795671
1642,13711.551226
1643,45.115044
1644,104.911125
1645,124.701615
1646,26.343590
1647,38.698045
1648,1.257382
1649,22.038181
1650,81.120856
1651,0.000000
1652,40.699567
1653,20.622277
1654,5.680112
1655,22.521810
1656,12268.173995
1657,0.000000
1658,32.566725
1659,33.360774
1660,53.594352
1661,206.418656
1662,158.903067
1663,8966.679485
1664,2.500000
1665,109.611966
1666,50328.695219
1667,47.333792
1668,81.202477
1669,121.817155
1670,28.051840
1671,129.720099
1672,25.744232
1673,77.021995
1674,340.522634
1675,228.300837
1676,9.206875
1677,51.752973
1678,95.137379
1679,27.815143
1680,277.295966
1681,25.764866
1682,67.804887
1683,289.502968
1684,2753286.686908
1685,98.379384
1686,58.096390
1687,7388.916901
1688,4484.190210
1689,98.011034
1690,0.000000
1691,30.259597
1692,858.419790
1693,0.500000
1694,270.681460
1695,17.395096
1696,14.119877
1697,185.046817
1698,10.260854
1699,150.557142
1700,7.806828
1701,8.233184
1702,3392.214708
1703,307.996322
1704,16.064123
1705,461.418053
1706,60.505697
1707,293.394132
1708,3.534560
1709,263.552810
1710,7.742634
1711,1.500000
1712,70.450754
1713,1.500000
1714,284.289316
1715,48.397490
1716,61.761373
1717,191.920113
1718,304370.648063
1719,109.420896
1720,196.173725
1721,81.830510
1722,75.382151
1723,10.944195
1724,88.089998
1725,254.642072
1726,7072.228291
1727,89.673787
1728,11.607790
1729,230.160052
1730,1114.047727
1731,0.733333
1732,45.848872
1733,14.443747
1734,22.186371
1735,76.507944
1736,209.397258
1737,23.770691
1738,23.202992
1739,8.867540
1740,421.335353
1741,109.267741
1742,142.652565
1743,51.128896
1744,98.730186
1745,704.973225
1746,573.459210
1747,11.576345
1748,1.488811
1749,11.511403
1750,147.710278
1751,26.726220
1752,81.111001
1753,42.575002
1754,65.703864
1755,0.000000
1756,2.694638
1757,130.347713
1758,10656.225182
1759,0.503968
1760,0.500000
1761,641.709493
1762,0.000000
1763,17.044330
1764,4.338311
1765,138.995765
1766,26.797748
1767,111.890954
1768,912.935029
1769,520.529039
1770,143.398890
1771,1.918390
1772,32.283238
1773,4.620106
1774,56.838722
1775,0.020833
1776,0.000000
1777,1.847063
1778,574.760025
1779,72.304771
1780,524.328235
1781,47.158026
1782,1760.124868
1783,1540.490115
1784,3.609656
1785,76.011255
1786,331.560650
1787,85.286442
1788,1.175000
1789,78.134811
1790,228.820496
1791,282.672907
1792,6.832302
1793,148.091393
1794,444.610348
1795,41.931750
1796,24.981571
1797,1.532258
1798,7.802841
1799,179.373538
1800,1245.606255
1801,8.980950
1802,0.356229
1803,372.225480
1804,360.326294
1805,17.197194
1806,2508.572122
1807,154.655557
1808,636.927106
1809,94.988293
1810,79.889224
1811,32.356141
1812,29.231687
1813,823.602248
1814,5.657576
1815,9.341036
1816,103.208810
1817,217.609014
1818,51.319110
1819,76.043430
1820,93.486787
1821,1.675169
1822,5.456862
1823,136.543689
1824,60.314182
1825,1599.662871
1826,58.108743
1827,685.216031
1828,256.740690
1829,12.633417
1830,28.022255
1831,228.811613
1832,12.955032
1833,322.532943
1834,0.000000
1835,6691.738646
1836,419.370550
1837,53.641799
1838,1.700000
1839,250.706553
1840,4.517100
1841,18.416707
1842,102.934590
1843,78.680025
1844,382.971954
